timestamp,open,high,low,close,volume
2025-02-28 16:19:00,252.4400,252.4400,252.4400,252.4400,109724
2025-02-28 16:18:00,250.2000,252.3800,250.2000,252.3800,40
2025-02-28 16:17:00,252.4400,252.4400,252.4400,252.4400,19
2025-02-28 16:16:00,252.4400,252.4400,252.4400,252.4400,3450
2025-02-28 16:15:00,252.4400,252.4400,252.4400,252.4400,107
2025-02-28 16:13:00,252.4400,252.9900,252.4400,252.9900,5689
2025-02-28 16:11:00,252.0000,252.9900,251.7000,252.5800,10
2025-02-28 16:10:00,252.4400,252.4400,252.4400,252.4400,2397170
2025-02-28 16:09:00,252.4400,252.4400,252.4400,252.4400,1996
2025-02-28 16:08:00,252.4400,252.4400,252.4000,252.4000,24368
2025-02-28 16:07:00,252.4400,252.4400,252.4400,252.4400,4899
2025-02-28 16:06:00,251.9400,252.4400,251.9400,252.4400,72375
2025-02-28 16:05:00,252.4400,252.4400,252.4400,252.4400,2105
2025-02-28 16:04:00,252.4312,252.9900,252.1900,252.5700,115358
2025-02-28 16:03:00,252.4400,252.4488,252.1800,252.4488,204133
2025-02-28 16:02:00,252.4400,252.4400,252.4400,252.4400,5405
2025-02-28 16:01:00,252.4400,252.4400,252.4400,252.4400,3280
2025-02-28 16:00:00,252.4600,252.8100,252.2300,252.5500,5038639
2025-02-28 15:59:00,252.7000,252.8099,252.3600,252.5700,157010
2025-02-28 15:58:00,252.4401,252.7500,252.4401,252.6600,63648
2025-02-28 15:57:00,252.3000,252.5500,252.2500,252.5200,50439
2025-02-28 15:56:00,252.4050,252.6200,252.3000,252.3500,39639
2025-02-28 15:55:00,252.0300,252.4900,251.9500,252.4025,50550
2025-02-28 15:54:00,251.7000,252.0000,251.6100,252.0000,41371
2025-02-28 15:53:00,251.5850,251.8000,251.5400,251.7425,20374
2025-02-28 15:52:00,251.3000,251.6600,251.2500,251.5000,44852
2025-02-28 15:51:00,251.2300,251.3900,251.1700,251.2700,33655
2025-02-28 15:50:00,251.2800,251.5000,251.1500,251.2300,27272
2025-02-28 15:49:00,251.4400,251.4800,251.2000,251.2200,18940
2025-02-28 15:48:00,251.3050,251.5000,251.2862,251.4800,10874
2025-02-28 15:47:00,251.2350,251.3400,251.0700,251.3050,21195
2025-02-28 15:46:00,251.2250,251.2700,251.0700,251.2000,23875
2025-02-28 15:45:00,251.1400,251.2250,251.1050,251.2150,8145
2025-02-28 15:44:00,251.2500,251.3100,251.0900,251.1050,11415
2025-02-28 15:43:00,251.2150,251.4200,251.2150,251.3250,7527
2025-02-28 15:42:00,251.1875,251.2650,251.0800,251.2600,7403
2025-02-28 15:41:00,251.1000,251.2200,250.9100,251.2200,10398
2025-02-28 15:40:00,250.8575,251.1300,250.8200,251.0950,14591
2025-02-28 15:39:00,250.6800,250.9800,250.6800,250.8550,9030
2025-02-28 15:38:00,250.5300,250.6600,250.4300,250.6600,6516
2025-02-28 15:37:00,250.5400,250.6600,250.4800,250.6050,8692
2025-02-28 15:36:00,250.4100,250.5100,250.4000,250.4600,6851
2025-02-28 15:35:00,250.3500,250.4900,250.3500,250.3550,10069
2025-02-28 15:34:00,250.7350,250.7350,250.3300,250.3500,10886
2025-02-28 15:33:00,250.8000,250.8400,250.6600,250.7185,6261
2025-02-28 15:32:00,250.7550,250.8500,250.6300,250.7900,11944
2025-02-28 15:31:00,250.6700,250.7300,250.5786,250.6800,8589
2025-02-28 15:30:00,250.6400,250.6700,250.5550,250.6700,5359
2025-02-28 15:29:00,250.5200,250.7000,250.4900,250.6300,11419
2025-02-28 15:28:00,250.6250,250.8000,250.6000,250.6000,11038
2025-02-28 15:27:00,250.4250,250.6700,250.4250,250.5300,7865
2025-02-28 15:26:00,250.3850,250.4300,250.3800,250.4250,4172
2025-02-28 15:25:00,250.2200,250.4100,250.2200,250.4100,4942
2025-02-28 15:24:00,250.3000,250.3200,250.0300,250.2000,22668
2025-02-28 15:23:00,250.0000,250.4000,249.8800,250.3900,16511
2025-02-28 15:22:00,250.2650,250.4210,249.9700,250.1364,8552
2025-02-28 15:21:00,250.4850,250.4875,250.1900,250.1900,18811
2025-02-28 15:20:00,250.5200,250.5400,250.3600,250.4800,12785
2025-02-28 15:19:00,250.7000,250.7350,250.5100,250.6100,22660
2025-02-28 15:18:00,250.6700,250.7800,250.5734,250.7400,9465
2025-02-28 15:17:00,250.9450,250.9450,250.6800,250.7600,9363
2025-02-28 15:16:00,250.8400,250.9450,250.8000,250.9450,3920
2025-02-28 15:15:00,250.8000,250.9100,250.7600,250.9100,7098
2025-02-28 15:14:00,250.7200,250.8550,250.6200,250.8550,8805
2025-02-28 15:13:00,250.4722,250.9000,250.4722,250.7200,9557
2025-02-28 15:12:00,250.3750,250.6500,250.3400,250.5800,36853
2025-02-28 15:11:00,250.4400,250.5600,250.2100,250.4100,31418
2025-02-28 15:10:00,250.4050,250.5100,250.3500,250.4100,6678
2025-02-28 15:09:00,250.4600,250.5100,250.2900,250.4000,9314
2025-02-28 15:08:00,250.0300,250.4700,250.0300,250.4550,10560
2025-02-28 15:07:00,250.0700,250.0700,250.0250,250.0250,2106
2025-02-28 15:06:00,249.7900,250.0400,249.7900,250.0100,6404
2025-02-28 15:05:00,249.9800,250.0000,249.8000,249.8000,8519
2025-02-28 15:04:00,249.6250,249.9500,249.5900,249.8800,5372
2025-02-28 15:03:00,249.6000,249.7000,249.4200,249.6900,9497
2025-02-28 15:02:00,249.5500,249.7500,249.5300,249.6500,5912
2025-02-28 15:01:00,249.6500,249.8000,249.5500,249.5500,19304
2025-02-28 15:00:00,249.3850,249.7900,249.3675,249.7150,29425
2025-02-28 14:59:00,249.3800,249.4500,249.3300,249.3300,7584
2025-02-28 14:58:00,249.4700,249.4750,249.3500,249.3750,6117
2025-02-28 14:57:00,249.4100,249.7500,249.4100,249.5450,31559
2025-02-28 14:56:00,249.4400,249.5000,249.2600,249.3950,11817
2025-02-28 14:55:00,249.3250,249.4200,249.3250,249.3850,4383
2025-02-28 14:54:00,249.2600,249.4300,249.2500,249.3300,4772
2025-02-28 14:53:00,249.3500,249.3900,249.0700,249.1900,9043
2025-02-28 14:52:00,249.3100,249.3350,249.2300,249.2300,2708
2025-02-28 14:51:00,249.4950,249.5400,249.3300,249.3300,10814
2025-02-28 14:50:00,249.5600,249.6300,249.4900,249.4900,12070
2025-02-28 14:49:00,249.4900,249.6200,249.4900,249.6200,5411
2025-02-28 14:48:00,249.3600,249.5842,249.3400,249.5842,5546
2025-02-28 14:47:00,249.4900,249.5500,249.2800,249.3000,6525
2025-02-28 14:46:00,249.4100,249.4800,249.3300,249.4200,6314
2025-02-28 14:45:00,249.4850,249.4899,249.2900,249.4100,5041
2025-02-28 14:44:00,249.4850,249.5700,249.4800,249.4850,5724
2025-02-28 14:43:00,249.6700,249.7400,248.9900,249.4900,28089
2025-02-28 14:42:00,249.6500,249.7600,249.5810,249.7600,5683
2025-02-28 14:41:00,249.2750,249.5700,249.2750,249.5700,4336
2025-02-28 14:40:00,249.4100,249.4100,249.2200,249.2750,9907
2025-02-28 14:39:00,249.3384,249.4900,249.3300,249.3300,6587
2025-02-28 14:38:00,249.2150,249.2800,249.2150,249.2700,3966
2025-02-28 14:37:00,248.9400,249.2200,248.9400,249.2000,12260
2025-02-28 14:36:00,248.8300,249.0600,248.8250,248.9400,7875
2025-02-28 14:35:00,248.7050,248.8300,248.6750,248.8200,9426
2025-02-28 14:34:00,248.5900,248.7600,248.3700,248.7050,16459
2025-02-28 14:33:00,248.3050,248.5900,248.3050,248.5100,7858
2025-02-28 14:32:00,248.2000,248.3600,248.1800,248.3600,5674
2025-02-28 14:31:00,248.2450,248.3900,248.1500,248.2300,9309
2025-02-28 14:30:00,248.2000,248.2450,247.9200,248.2450,19483
2025-02-28 14:29:00,248.1450,248.2800,248.1000,248.2450,9638
2025-02-28 14:28:00,248.2000,248.2000,248.1200,248.1250,13380
2025-02-28 14:27:00,248.1200,248.2500,248.0500,248.1950,14932
2025-02-28 14:26:00,248.0590,248.1647,248.0300,248.0500,6272
2025-02-28 14:25:00,247.9435,248.0700,247.8300,248.0700,8050
2025-02-28 14:24:00,247.8300,248.0148,247.8300,247.9450,3009
2025-02-28 14:23:00,247.7000,247.9700,247.6216,247.9500,7705
2025-02-28 14:22:00,247.6900,247.6900,247.6000,247.6300,2171
2025-02-28 14:21:00,247.9600,247.9600,247.7100,247.7100,2316
2025-02-28 14:20:00,248.1300,248.1450,247.8550,247.9600,5642
2025-02-28 14:19:00,247.8600,248.1400,247.8600,248.1400,6777
2025-02-28 14:18:00,247.7150,247.8500,247.6700,247.7900,9746
2025-02-28 14:17:00,247.8300,247.8300,247.6200,247.6200,4016
2025-02-28 14:16:00,247.6650,247.9100,247.6650,247.8400,8969
2025-02-28 14:15:00,247.5200,247.7500,247.5200,247.6650,8343
2025-02-28 14:14:00,247.5200,247.6014,247.5200,247.5200,7395
2025-02-28 14:13:00,247.6400,247.6400,247.5000,247.5200,11230
2025-02-28 14:12:00,247.7950,247.9300,247.6145,247.7050,6312
2025-02-28 14:11:00,247.7200,247.8400,247.6123,247.7950,5906
2025-02-28 14:10:00,247.7300,247.8100,247.6700,247.6850,4893
2025-02-28 14:09:00,247.7500,247.7500,247.6000,247.7000,10207
2025-02-28 14:08:00,247.8400,247.8600,247.6400,247.6575,5277
2025-02-28 14:07:00,247.9200,247.9895,247.7600,247.8500,4146
2025-02-28 14:06:00,247.8900,247.9700,247.8050,247.9700,3010
2025-02-28 14:05:00,247.7400,247.9000,247.7400,247.8050,7404
2025-02-28 14:04:00,247.7800,247.8200,247.6000,247.7350,13038
2025-02-28 14:03:00,248.1800,248.1800,247.6850,247.6850,9205
2025-02-28 14:02:00,248.1200,248.1800,248.0000,248.1800,3337
2025-02-28 14:01:00,247.9900,248.2400,247.9200,248.1300,7393
2025-02-28 14:00:00,247.6900,247.9600,247.6900,247.9500,15172
2025-02-28 13:59:00,247.7708,247.7708,247.6000,247.6800,10766
2025-02-28 13:58:00,248.1850,248.1850,247.7700,247.7701,31021
2025-02-28 13:57:00,248.1600,248.2600,248.1100,248.1600,13089
2025-02-28 13:56:00,248.2700,248.4300,248.1200,248.1600,10071
2025-02-28 13:55:00,248.3900,248.4900,248.1600,248.2700,29545
2025-02-28 13:54:00,248.4850,248.4850,248.3750,248.3900,4803
2025-02-28 13:53:00,248.6000,248.6000,248.3900,248.3900,3140
2025-02-28 13:52:00,248.4300,248.6500,248.2800,248.5400,25638
2025-02-28 13:51:00,248.5000,248.5100,248.2900,248.2900,26453
2025-02-28 13:50:00,248.9050,248.9400,248.3900,248.5200,19347
2025-02-28 13:49:00,248.7800,248.9500,248.7500,248.7523,4952
2025-02-28 13:48:00,249.0600,249.0900,248.7781,248.7781,8846
2025-02-28 13:47:00,249.1300,249.1900,249.1000,249.1350,5839
2025-02-28 13:46:00,248.9450,249.1800,248.8600,249.1725,10122
2025-02-28 13:45:00,249.1800,249.1800,248.8700,248.8700,5783
2025-02-28 13:44:00,248.7950,249.1800,248.7950,249.0800,4860
2025-02-28 13:43:00,248.9000,248.9600,248.7400,248.7950,2650
2025-02-28 13:42:00,248.9400,248.9800,248.8150,248.9600,13178
2025-02-28 13:41:00,249.0600,249.1200,248.9500,248.9500,5760
2025-02-28 13:40:00,249.2600,249.5900,249.0000,249.0700,14543
2025-02-28 13:39:00,249.3550,249.3550,249.1400,249.2600,10461
2025-02-28 13:38:00,249.1200,249.4700,249.1200,249.3550,22178
2025-02-28 13:37:00,248.9000,249.1800,248.9000,249.1800,6457
2025-02-28 13:36:00,248.8101,248.9800,248.8100,248.9400,9870
2025-02-28 13:35:00,248.8500,248.9900,248.7800,248.8000,8208
2025-02-28 13:34:00,248.7000,248.8800,248.6290,248.8800,3863
2025-02-28 13:33:00,248.6850,248.7000,248.6450,248.6850,2538
2025-02-28 13:32:00,248.7050,248.7339,248.5900,248.7339,3387
2025-02-28 13:31:00,248.6950,248.7700,248.6200,248.7050,3203
2025-02-28 13:30:00,248.6600,248.7100,248.4400,248.6500,12126
2025-02-28 13:29:00,248.3600,248.7600,248.3600,248.7600,5052
2025-02-28 13:28:00,248.2000,248.5100,248.0400,248.3600,12774
2025-02-28 13:27:00,247.9900,248.2175,247.9550,248.1300,5425
2025-02-28 13:26:00,247.9050,248.0000,247.7950,247.9000,7683
2025-02-28 13:25:00,247.7050,247.9600,247.7050,247.9500,6042
2025-02-28 13:24:00,247.6100,247.8100,247.5600,247.6100,4991
2025-02-28 13:23:00,247.9000,248.0300,247.6500,247.6700,8910
2025-02-28 13:22:00,247.7850,247.9000,247.6800,247.7900,2597
2025-02-28 13:21:00,247.7800,247.9000,247.7200,247.7200,2716
2025-02-28 13:20:00,247.7600,247.7800,247.7600,247.7750,2109
2025-02-28 13:19:00,248.0283,248.0300,247.5924,247.7750,7883
2025-02-28 13:18:00,248.0190,248.0500,247.9000,247.9400,3138
2025-02-28 13:17:00,248.1300,248.1500,247.8100,248.0400,5397
2025-02-28 13:16:00,248.4800,248.4800,247.9200,248.1100,17431
2025-02-28 13:15:00,248.4300,248.5000,248.3050,248.3600,7423
2025-02-28 13:14:00,248.1218,248.4199,248.1218,248.4000,4303
2025-02-28 13:13:00,248.2164,248.3000,248.2100,248.2700,2488
2025-02-28 13:12:00,248.2100,248.3100,248.1420,248.3100,2537
2025-02-28 13:11:00,248.2200,248.2600,248.1500,248.2000,3403
2025-02-28 13:10:00,248.1500,248.2800,248.1000,248.2170,4116
2025-02-28 13:09:00,248.0600,248.2500,248.0100,248.2500,7446
2025-02-28 13:08:00,248.1000,248.1801,248.0610,248.1400,5126
2025-02-28 13:07:00,248.1350,248.1900,247.9200,248.0600,15963
2025-02-28 13:06:00,248.0700,248.2200,248.0401,248.1800,4532
2025-02-28 13:05:00,247.9600,248.1000,247.9600,248.0650,3071
2025-02-28 13:04:00,248.0116,248.1647,248.0000,248.0000,4025
2025-02-28 13:03:00,248.1100,248.1100,248.0100,248.0100,3490
2025-02-28 13:02:00,248.1100,248.3299,248.0900,248.2000,4612
2025-02-28 13:01:00,248.1900,248.1900,248.1250,248.1250,2322
2025-02-28 13:00:00,247.9900,248.2500,247.9900,248.0272,4404
2025-02-28 12:59:00,248.0500,248.1900,247.9001,248.0000,3052
2025-02-28 12:58:00,248.2500,248.2500,247.8400,247.9450,6336
2025-02-28 12:57:00,248.1800,248.4500,248.1200,248.2500,8728
2025-02-28 12:56:00,248.2100,248.2200,248.1300,248.1800,3776
2025-02-28 12:55:00,248.2910,248.2910,248.0800,248.2111,4863
2025-02-28 12:54:00,248.3400,248.3400,248.2000,248.2900,3107
2025-02-28 12:53:00,248.1800,248.4200,248.1100,248.4000,6349
2025-02-28 12:52:00,248.0688,248.1300,248.0688,248.0700,4476
2025-02-28 12:51:00,248.0900,248.1899,247.9500,247.9900,8774
2025-02-28 12:50:00,248.0150,248.0150,247.8400,247.9600,3125
2025-02-28 12:49:00,248.2900,248.2950,247.9300,248.0700,14504
2025-02-28 12:48:00,248.4400,248.5000,248.3800,248.5000,4979
2025-02-28 12:47:00,248.2450,248.5000,248.2450,248.4350,6369
2025-02-28 12:46:00,248.6200,248.6200,248.2001,248.2001,9862
2025-02-28 12:45:00,248.6600,248.7600,248.5400,248.6750,5411
2025-02-28 12:44:00,248.6100,248.6900,248.5300,248.6700,8481
2025-02-28 12:43:00,248.6900,248.7150,248.5200,248.5200,4616
2025-02-28 12:42:00,248.7900,248.8700,248.7100,248.7100,3037
2025-02-28 12:41:00,249.1437,249.1437,248.7800,248.8750,10916
2025-02-28 12:40:00,249.2300,249.2300,249.1400,249.1400,1313
2025-02-28 12:39:00,249.1400,249.2000,249.0300,249.2000,7408
2025-02-28 12:38:00,249.1100,249.2800,249.1100,249.2200,3078
2025-02-28 12:37:00,249.0200,249.2100,249.0100,249.2100,7838
2025-02-28 12:36:00,249.3650,249.3700,249.0000,249.0000,4985
2025-02-28 12:35:00,249.4150,249.4400,249.2700,249.3600,7961
2025-02-28 12:34:00,249.5699,249.5699,249.2700,249.3408,3363
2025-02-28 12:33:00,249.5100,249.5600,249.4800,249.4850,2498
2025-02-28 12:32:00,249.4700,249.4800,249.3700,249.4000,7383
2025-02-28 12:31:00,249.4050,249.4700,249.2100,249.3715,25601
2025-02-28 12:30:00,249.5400,249.5400,249.3900,249.4500,13187
2025-02-28 12:29:00,249.5500,249.5800,249.4600,249.5800,4190
2025-02-28 12:28:00,249.5350,249.6500,249.4700,249.5000,5807
2025-02-28 12:27:00,249.6000,249.6000,249.4600,249.5300,3675
2025-02-28 12:26:00,249.6075,249.6500,249.5000,249.6100,6340
2025-02-28 12:25:00,249.6350,249.7100,249.5000,249.5650,7872
2025-02-28 12:24:00,249.7350,249.8100,249.5600,249.6350,18837
2025-02-28 12:23:00,250.1640,250.2100,249.7400,249.7400,15221
2025-02-28 12:22:00,250.2950,250.2950,250.1300,250.2100,1828
2025-02-28 12:21:00,250.3200,250.3200,250.2700,250.3000,3307
2025-02-28 12:20:00,250.5400,250.5400,250.3200,250.3210,4301
2025-02-28 12:19:00,250.5000,250.5446,250.3301,250.4350,5951
2025-02-28 12:18:00,250.5100,250.5575,250.4100,250.4100,4379
2025-02-28 12:17:00,250.5900,250.5979,250.4900,250.4900,3357
2025-02-28 12:16:00,250.2700,250.5200,250.1800,250.5200,6070
2025-02-28 12:15:00,250.3900,250.5200,250.2700,250.2700,6338
2025-02-28 12:14:00,250.4650,250.5116,250.4650,250.4675,1298
2025-02-28 12:13:00,250.4400,250.4700,250.4300,250.4700,2402
2025-02-28 12:12:00,250.5300,250.6100,250.4500,250.5700,5758
2025-02-28 12:11:00,250.4500,250.5965,250.3800,250.3800,3457
2025-02-28 12:10:00,250.3700,250.5000,250.2401,250.4400,2563
2025-02-28 12:09:00,250.3200,250.3550,250.2572,250.3550,3284
2025-02-28 12:08:00,250.3200,250.3850,250.2900,250.3500,3657
2025-02-28 12:07:00,249.9600,250.3925,249.9600,250.3850,13530
2025-02-28 12:06:00,249.9900,250.0400,249.9000,249.9600,13147
2025-02-28 12:05:00,249.9750,250.0300,249.9400,249.9900,57882
2025-02-28 12:04:00,249.9800,250.0800,249.9500,249.9750,5992
2025-02-28 12:03:00,250.2000,250.2000,250.0000,250.0600,5091
2025-02-28 12:02:00,250.3800,250.4864,250.1200,250.1812,10179
2025-02-28 12:01:00,250.2250,250.4700,250.2250,250.4700,3331
2025-02-28 12:00:00,250.2300,250.2300,250.1100,250.2100,6287
2025-02-28 11:59:00,250.2800,250.3700,250.1600,250.1600,5672
2025-02-28 11:58:00,250.1536,250.2300,250.1150,250.2300,3688
2025-02-28 11:57:00,250.2100,250.2500,249.9100,250.0800,9109
2025-02-28 11:56:00,250.3300,250.3300,250.2100,250.2210,2387
2025-02-28 11:55:00,250.3900,250.4100,250.2900,250.3600,4107
2025-02-28 11:54:00,250.3750,250.4900,250.3750,250.4900,1641
2025-02-28 11:53:00,250.4650,250.4700,250.3600,250.3600,3810
2025-02-28 11:52:00,250.2200,250.4600,250.2200,250.4600,3651
2025-02-28 11:51:00,250.3050,250.3526,250.1500,250.1950,5542
2025-02-28 11:50:00,250.4000,250.4500,250.2900,250.3200,4325
2025-02-28 11:49:00,250.4600,250.4600,250.3400,250.4084,4260
2025-02-28 11:48:00,250.3700,250.4700,250.3700,250.4700,2956
2025-02-28 11:47:00,250.1900,250.3000,250.1500,250.3000,4610
2025-02-28 11:46:00,249.9800,250.1800,249.9800,250.1800,5373
2025-02-28 11:45:00,250.0700,250.0800,249.9176,249.9800,4829
2025-02-28 11:44:00,249.9800,250.0400,249.8200,250.0400,4167
2025-02-28 11:43:00,249.9200,250.0100,249.9050,249.9800,2930
2025-02-28 11:42:00,249.8900,249.9300,249.8600,249.8650,2890
2025-02-28 11:41:00,250.0550,250.0550,249.8700,249.9000,5708
2025-02-28 11:40:00,249.7700,250.0600,249.7000,250.0550,7869
2025-02-28 11:39:00,249.8350,249.8350,249.7300,249.7300,6114
2025-02-28 11:38:00,249.7400,249.8700,249.7400,249.8200,3695
2025-02-28 11:37:00,249.5100,249.7300,249.5100,249.7100,2320
2025-02-28 11:36:00,249.3650,249.6188,249.3601,249.5700,2518
2025-02-28 11:35:00,249.3800,249.3800,249.2300,249.3650,6732
2025-02-28 11:34:00,249.3400,249.4400,249.2950,249.3400,3524
2025-02-28 11:33:00,249.1200,249.3300,249.0900,249.2300,4817
2025-02-28 11:32:00,248.7400,249.0900,248.7400,249.0800,6300
2025-02-28 11:31:00,248.6500,248.8000,248.5700,248.6950,3481
2025-02-28 11:30:00,248.5900,248.7200,248.5900,248.6500,4042
2025-02-28 11:29:00,248.5800,248.7200,248.5000,248.6100,9892
2025-02-28 11:28:00,248.8550,248.9272,248.5450,248.5450,7764
2025-02-28 11:27:00,248.8200,248.9600,248.8200,248.8305,5729
2025-02-28 11:26:00,248.7984,248.8250,248.6700,248.7425,6729
2025-02-28 11:25:00,248.8250,248.9500,248.7023,248.8600,4394
2025-02-28 11:24:00,249.0700,249.0700,248.7600,248.8250,3249
2025-02-28 11:23:00,249.1900,249.1900,249.0600,249.0600,3298
2025-02-28 11:22:00,249.4000,249.4150,249.1600,249.2768,5865
2025-02-28 11:21:00,249.3400,249.5500,249.3400,249.4500,4532
2025-02-28 11:20:00,249.2400,249.3350,249.2181,249.3350,3831
2025-02-28 11:19:00,249.1900,249.2300,249.0800,249.1550,3309
2025-02-28 11:18:00,249.0600,249.1800,249.0402,249.1200,2086
2025-02-28 11:17:00,248.9500,249.2400,248.8200,249.0100,26944
2025-02-28 11:16:00,249.3450,249.4500,248.7500,248.8600,13678
2025-02-28 11:15:00,249.3550,249.4400,249.2400,249.4400,12252
2025-02-28 11:14:00,249.4200,249.4400,249.3300,249.4400,1747
2025-02-28 11:13:00,249.2250,249.4405,249.1257,249.4405,6162
2025-02-28 11:12:00,249.2800,249.3400,249.1376,249.3300,4715
2025-02-28 11:11:00,249.7276,249.7300,249.2800,249.2900,12968
2025-02-28 11:10:00,249.8000,249.8500,249.7400,249.7600,6599
2025-02-28 11:09:00,249.9400,250.0200,249.7400,249.8000,13944
2025-02-28 11:08:00,250.1400,250.1400,249.8000,249.8700,3870
2025-02-28 11:07:00,250.1200,250.1950,249.9600,250.1600,12436
2025-02-28 11:06:00,250.2400,250.2650,250.0300,250.0300,9658
2025-02-28 11:05:00,250.1775,250.4600,250.1701,250.1701,16316
2025-02-28 11:04:00,250.3200,250.3200,250.3025,250.3150,1470
2025-02-28 11:03:00,250.4100,250.4100,250.2100,250.3150,4728
2025-02-28 11:02:00,250.1600,250.5300,250.1400,250.3400,11033
2025-02-28 11:01:00,250.0000,250.3700,250.0000,250.1300,7265
2025-02-28 11:00:00,250.1275,250.2200,249.9500,250.0000,6571
2025-02-28 10:59:00,250.0400,250.2300,250.0400,250.2300,16987
2025-02-28 10:58:00,250.0100,250.0400,249.9100,250.0000,5311
2025-02-28 10:57:00,249.8799,250.0500,249.8799,250.0100,5321
2025-02-28 10:56:00,250.1100,250.1100,249.8000,249.8500,4862
2025-02-28 10:55:00,249.9650,250.0600,249.8700,250.0400,2450
2025-02-28 10:54:00,250.2500,250.2950,249.8900,249.9500,6730
2025-02-28 10:53:00,250.0500,250.2600,249.9700,250.2600,4590
2025-02-28 10:52:00,250.1200,250.3115,250.0700,250.0700,3491
2025-02-28 10:51:00,250.3750,250.3750,250.1200,250.2750,3414
2025-02-28 10:50:00,250.2300,250.4700,250.0782,250.3550,4532
