"c","h","l","n","o","t","v","vw"
170.2,170.5,170.19,159,170.5,"2024-05-01T08:00:00Z",2372,170.266514
170,170,170,126,170,"2024-05-01T08:01:00Z",1823,170
170,170.02,170,91,170.02,"2024-05-01T08:02:00Z",1293,170.0075
169.9,169.9,169.79,29,169.79,"2024-05-01T08:05:00Z",955,169.856294
169.9,169.9,169.89,55,169.89,"2024-05-01T08:07:00Z",5349,169.899624
170,170,170,19,170,"2024-05-01T08:08:00Z",2430,170
170,170,170,11,170,"2024-05-01T08:09:00Z",283,170
169.85,169.85,169.85,24,169.85,"2024-05-01T08:12:00Z",488,169.85
169.74,169.74,169.74,30,169.74,"2024-05-01T08:19:00Z",742,169.74
169.75,169.75,169.75,11,169.75,"2024-05-01T08:20:00Z",258,169.75
169.8,169.8,169.8,13,169.8,"2024-05-01T08:21:00Z",871,169.8
169.77,169.77,169.77,12,169.77,"2024-05-01T08:23:00Z",194,169.77
169.73,169.77,169.73,14,169.77,"2024-05-01T08:24:00Z",533,169.743333
169.57,169.57,169.57,6,169.57,"2024-05-01T08:28:00Z",113,169.57
169.62,169.69,169.62,9,169.69,"2024-05-01T08:31:00Z",364,169.665779
169.55,169.55,169.55,19,169.55,"2024-05-01T08:34:00Z",424,169.55
169.55,169.55,169.55,6,169.55,"2024-05-01T08:35:00Z",669,169.55
169.51,169.52,169.51,9,169.52,"2024-05-01T08:37:00Z",657,169.512594
169.51,169.53,169.51,12,169.53,"2024-05-01T08:43:00Z",1129,169.51319
169.55,169.55,169.55,20,169.55,"2024-05-01T08:48:00Z",562,169.55
169.71,169.71,169.63,28,169.63,"2024-05-01T08:52:00Z",1649,169.654
169.79,169.79,169.79,14,169.79,"2024-05-01T08:59:00Z",612,169.79
169.73,169.73,169.73,16,169.73,"2024-05-01T09:03:00Z",510,169.73
169.71,169.71,169.69,18,169.69,"2024-05-01T09:04:00Z",648,169.702384
169.68,169.68,169.68,8,169.68,"2024-05-01T09:06:00Z",589,169.68
169.55,169.65,169.55,73,169.65,"2024-05-01T09:08:00Z",1845,169.559425
169.5,169.51,169.5,109,169.51,"2024-05-01T09:09:00Z",2880,169.505703
169.43,169.43,169.43,23,169.43,"2024-05-01T09:11:00Z",602,169.43
169.36,169.36,169.36,35,169.36,"2024-05-01T09:14:00Z",965,169.36
169.34,169.36,169.34,43,169.36,"2024-05-01T09:21:00Z",2910,169.342947
169.49,169.49,169.49,14,169.49,"2024-05-01T09:22:00Z",431,169.49
169.5,169.5,169.5,14,169.5,"2024-05-01T09:23:00Z",302,169.5
169.49,169.49,169.49,11,169.49,"2024-05-01T09:26:00Z",319,169.49
169.5,169.5,169.5,10,169.5,"2024-05-01T09:30:00Z",348,169.5
169.36,169.36,169.36,17,169.36,"2024-05-01T09:44:00Z",425,169.36
169.58,169.58,169.58,15,169.58,"2024-05-01T09:49:00Z",548,169.58
169.6,169.6,169.6,5,169.6,"2024-05-01T09:52:00Z",214,169.6
169.59,169.59,169.59,7,169.59,"2024-05-01T09:56:00Z",149,169.59
169.5,169.5,169.5,19,169.5,"2024-05-01T10:01:00Z",439,169.5
169.6,169.6,169.52,34,169.52,"2024-05-01T10:05:00Z",1127,169.55102
169.75,169.75,169.75,21,169.75,"2024-05-01T10:06:00Z",916,169.75
170.06,170.06,169.8,90,169.8,"2024-05-01T10:08:00Z",6913,169.975725
170.1,170.1,170.1,17,170.1,"2024-05-01T10:09:00Z",1500,170.1
170,170,170,28,170,"2024-05-01T10:13:00Z",1893,170
170,170,170,9,170,"2024-05-01T10:14:00Z",620,170
169.9,169.9,169.9,5,169.9,"2024-05-01T10:21:00Z",163,169.9
169.95,169.95,169.95,11,169.95,"2024-05-01T10:23:00Z",212,169.95
169.9,169.9,169.9,10,169.9,"2024-05-01T10:29:00Z",369,169.9
169.89,169.89,169.89,9,169.89,"2024-05-01T10:31:00Z",306,169.89
169.82,169.83,169.82,33,169.83,"2024-05-01T10:32:00Z",751,169.826667
169.75,169.75,169.75,15,169.75,"2024-05-01T10:33:00Z",777,169.75
169.92,169.92,169.92,7,169.92,"2024-05-01T10:42:00Z",538,169.92
169.93,169.93,169.93,6,169.93,"2024-05-01T10:44:00Z",119,169.93
169.94,169.94,169.94,16,169.94,"2024-05-01T10:46:00Z",225,169.94
170,170,170,9,170,"2024-05-01T10:47:00Z",243,170
170.1,170.1,170.03,34,170.03,"2024-05-01T10:50:00Z",1785,170.054283
170.07,170.07,170.07,6,170.07,"2024-05-01T10:52:00Z",127,170.07
170.1,170.1,170.1,35,170.1,"2024-05-01T10:58:00Z",786,170.1
170.1,170.3,170.1,103,170.19,"2024-05-01T10:59:00Z",4310,170.18233
170.15,170.2,170.15,51,170.2,"2024-05-01T11:00:00Z",1282,170.1625
170.1,170.12,170.1,25,170.12,"2024-05-01T11:01:00Z",1255,170.103462
170.06,170.06,170.06,21,170.06,"2024-05-01T11:03:00Z",419,170.06
170.07,170.07,170.07,15,170.07,"2024-05-01T11:05:00Z",900,170.07
170.1,170.1,170.1,21,170.1,"2024-05-01T11:08:00Z",1130,170.1
170.1,170.1,170.1,21,170.1,"2024-05-01T11:09:00Z",789,170.1
170.06,170.06,170.05,12,170.05,"2024-05-01T11:11:00Z",617,170.057727
170.01,170.05,170.01,34,170.05,"2024-05-01T11:12:00Z",2303,170.018535
169.95,170,169.95,100,170,"2024-05-01T11:13:00Z",1839,169.984615
169.91,169.91,169.91,36,169.91,"2024-05-01T11:17:00Z",575,169.91
169.91,169.91,169.91,9,169.91,"2024-05-01T11:21:00Z",215,169.91
169.91,169.91,169.91,19,169.91,"2024-05-01T11:27:00Z",331,169.91
169.89,169.95,169.89,83,169.95,"2024-05-01T11:28:00Z",2356,169.9125
169.82,169.84,169.82,32,169.84,"2024-05-01T11:29:00Z",669,169.835169
170,170,169.92,76,169.92,"2024-05-01T11:30:00Z",2866,169.987778
170,170,170,9,170,"2024-05-01T11:31:00Z",144,170
169.99,169.99,169.99,25,169.99,"2024-05-01T11:38:00Z",1250,169.99
170.05,170.05,170.05,18,170.05,"2024-05-01T11:39:00Z",1387,170.05
170.1,170.1,170.1,31,170.1,"2024-05-01T11:42:00Z",2280,170.1
170,170.06,170,62,170.06,"2024-05-01T11:44:00Z",2957,170.040597
169.99,170,169.99,43,170,"2024-05-01T11:50:00Z",743,169.994
169.9,169.93,169.9,48,169.93,"2024-05-01T11:51:00Z",980,169.908451
169.98,169.98,169.95,35,169.95,"2024-05-01T11:53:00Z",2752,169.968625
169.98,169.98,169.98,28,169.98,"2024-05-01T11:54:00Z",3328,169.98
169.88,169.88,169.88,24,169.88,"2024-05-01T11:57:00Z",751,169.88
169.99,169.99,169.92,58,169.92,"2024-05-01T11:59:00Z",1904,169.963642
169.5805,170.2,169.5278,683,170.15,"2024-05-01T12:00:00Z",19491,169.985584
170,170.6,170,336,170.6,"2024-05-01T12:01:00Z",1468,170.330048
170.11,170.11,170.11,201,170.11,"2024-05-01T12:02:00Z",1186,170.11
170,170,169.98,198,169.98,"2024-05-01T12:03:00Z",1378,169.991111
170.39,170.59,170.03,308,170.58,"2024-05-01T12:04:00Z",2539,170.3413
170.34,170.6,170.33,450,170.5,"2024-05-01T12:05:00Z",4581,170.39706
170.05,170.05,170.05,27,170.05,"2024-05-01T12:06:00Z",1384,170.05
169.8,170.01,169.8,198,170.01,"2024-05-01T12:07:00Z",11853,169.876383
169.7,169.8,169.7,88,169.8,"2024-05-01T12:08:00Z",3069,169.766175
169.72,169.74,169.72,36,169.74,"2024-05-01T12:09:00Z",1726,169.736258
169.6,169.75,169.6,147,169.75,"2024-05-01T12:10:00Z",6314,169.668345
169.5998,169.6,169.55,62,169.6,"2024-05-01T12:11:00Z",3584,169.593159
169.6999,169.7,169.5,148,169.6,"2024-05-01T12:12:00Z",11560,169.609109
169.7,169.7,169.65,50,169.6507,"2024-05-01T12:13:00Z",1806,169.691725
169.8,169.8,169.8,36,169.8,"2024-05-01T12:14:00Z",1029,169.8
169.74,169.7499,169.68,34,169.68,"2024-05-01T12:15:00Z",1543,169.696289
169.8,169.8,169.6836,35,169.7,"2024-05-01T12:16:00Z",3417,169.765596
169.78,169.78,169.78,39,169.78,"2024-05-01T12:17:00Z",1532,169.78
169.88,169.88,169.8,35,169.8,"2024-05-01T12:18:00Z",2071,169.80534
169.89,169.89,169.89,39,169.89,"2024-05-01T12:19:00Z",1200,169.89
169.89,169.89,169.89,45,169.89,"2024-05-01T12:20:00Z",982,169.89
169.88,169.9421,169.88,18,169.9421,"2024-05-01T12:21:00Z",1615,169.9214
169.9435,169.9435,169.9435,37,169.9435,"2024-05-01T12:22:00Z",1459,169.9435
169.89,169.89,169.89,44,169.89,"2024-05-01T12:24:00Z",599,169.89
169.93,169.93,169.93,50,169.93,"2024-05-01T12:25:00Z",1171,169.93
169.8554,169.896,169.8554,29,169.896,"2024-05-01T12:26:00Z",588,169.871322
169.82,169.85,169.82,74,169.85,"2024-05-01T12:27:00Z",1355,169.840345
169.79,169.79,169.75,36,169.75,"2024-05-01T12:28:00Z",1051,169.769052
169.75,169.79,169.75,76,169.78,"2024-05-01T12:29:00Z",22936,169.763073
169.65,170.33,169.65,137,169.83,"2024-05-01T12:30:00Z",30049,169.910828
169.75,169.79,169.64,74,169.64,"2024-05-01T12:31:00Z",16464,169.730801
170.1598,170.21,169.8,172,169.8,"2024-05-01T12:32:00Z",8712,169.989739
169.89,170.05,169.89,110,170.05,"2024-05-01T12:33:00Z",11180,169.924084
169.9,169.94,169.85,43,169.85,"2024-05-01T12:34:00Z",7896,169.854899
170.01,170.01,169.85,93,169.9,"2024-05-01T12:35:00Z",4522,169.92979
170.12,170.15,170.07,90,170.07,"2024-05-01T12:36:00Z",6609,170.121269
170.1,170.1,170.1,38,170.1,"2024-05-01T12:37:00Z",1649,170.1
170.03,170.08,170.03,101,170.03,"2024-05-01T12:38:00Z",4808,170.041939
170.03,170.1,170.03,86,170.09,"2024-05-01T12:39:00Z",3066,170.052
169.94,170.02,169.94,140,170,"2024-05-01T12:40:00Z",7312,169.993295
169.89,169.91,169.84,87,169.84,"2024-05-01T12:41:00Z",4726,169.856234
169.9,169.9,169.8471,65,169.89,"2024-05-01T12:42:00Z",1874,169.883622
169.9,169.95,169.88,79,169.95,"2024-05-01T12:43:00Z",4766,169.910357
169.94,169.94,169.9,35,169.91,"2024-05-01T12:44:00Z",850,169.916
169.9849,169.9849,169.9849,33,169.9849,"2024-05-01T12:45:00Z",323,169.9849
169.98,170,169.98,51,170,"2024-05-01T12:46:00Z",2550,169.99731
170.06,170.06,170,40,170.06,"2024-05-01T12:47:00Z",4848,170.04825
170.03,170.06,170.03,41,170.06,"2024-05-01T12:48:00Z",971,170.038033
170.025,170.0297,170.025,38,170.0297,"2024-05-01T12:49:00Z",690,170.02688
170.06,170.06,170,115,170.01,"2024-05-01T12:50:00Z",5150,170.04306
170.14,170.14,170.1192,31,170.1192,"2024-05-01T12:51:00Z",1129,170.136972
169.99,170.01,169.99,80,170.01,"2024-05-01T12:52:00Z",2737,170
169.93,170.33,169.93,67,169.95,"2024-05-01T12:53:00Z",4682,169.963679
169.96,169.96,169.93,31,169.93,"2024-05-01T12:54:00Z",787,169.955714
169.915,169.915,169.915,36,169.915,"2024-05-01T12:55:00Z",479,169.915
170.01,170.01,169.95,50,169.95,"2024-05-01T12:56:00Z",2190,170.004477
169.91,169.96,169.91,60,169.96,"2024-05-01T12:57:00Z",2509,169.913218
169.97,169.97,169.97,31,169.97,"2024-05-01T12:58:00Z",794,169.97
169.9702,169.9702,169.9702,31,169.9702,"2024-05-01T12:59:00Z",451,169.9702
169.9899,169.9899,169.96,36,169.96,"2024-05-01T13:00:00Z",935,169.981427
169.88,169.89,169.88,69,169.89,"2024-05-01T13:02:00Z",1378,169.886667
169.9499,169.95,169.88,102,169.8915,"2024-05-01T13:03:00Z",3245,169.912221
169.98,169.99,169.92,130,169.92,"2024-05-01T13:04:00Z",4396,169.944269
169.9814,169.9814,169.98,53,169.98,"2024-05-01T13:05:00Z",680,169.9807
170,170,169.98,50,169.99,"2024-05-01T13:06:00Z",1199,169.995714
169.94,169.98,169.93,96,169.93,"2024-05-01T13:07:00Z",2021,169.96
169.94,169.9585,169.8903,72,169.8903,"2024-05-01T13:08:00Z",3092,169.939562
169.91,169.9598,169.88,102,169.89,"2024-05-01T13:09:00Z",3475,169.89664
169.88,169.959,169.88,81,169.959,"2024-05-01T13:10:00Z",2948,169.889512
169.86,169.86,169.7,211,169.85,"2024-05-01T13:11:00Z",7867,169.846071
169.844,169.931,169.5809,116,169.931,"2024-05-01T13:12:00Z",4668,169.715969
169.75,169.75,169.68,70,169.68,"2024-05-01T13:13:00Z",2278,169.691547
169.7213,169.8,169.7131,66,169.8,"2024-05-01T13:14:00Z",3751,169.750219
169.75,169.79,169.75,76,169.771,"2024-05-01T13:15:00Z",16223,169.78956
169.85,169.85,169.751,91,169.8,"2024-05-01T13:16:00Z",4141,169.810877
169.8,169.8,169.8,66,169.8,"2024-05-01T13:17:00Z",1250,169.8
169.94,169.94,169.85,156,169.85,"2024-05-01T13:18:00Z",5445,169.87912
169.8,169.835,169.8,98,169.835,"2024-05-01T13:19:00Z",1811,169.812545
169.75,169.79,169.75,70,169.79,"2024-05-01T13:20:00Z",1322,169.757181
169.78,169.79,169.75,54,169.79,"2024-05-01T13:21:00Z",1260,169.781342
169.87,169.87,169.87,92,169.87,"2024-05-01T13:22:00Z",1207,169.87
169.82,169.9398,169.8198,154,169.87,"2024-05-01T13:23:00Z",7469,169.90281
169.84,169.89,169.84,61,169.89,"2024-05-01T13:24:00Z",1737,169.869167
169.83,169.95,169.71,184,169.8,"2024-05-01T13:25:00Z",4233,169.810111
169.9,169.95,169.8,273,169.808,"2024-05-01T13:26:00Z",16144,169.897482
169.9,170.19,169.9,422,169.94,"2024-05-01T13:27:00Z",29472,169.958229
169.76,169.91,169.7,153,169.8,"2024-05-01T13:28:00Z",29121,169.854312
169.78,169.93,169.77,236,169.77,"2024-05-01T13:29:00Z",20353,169.869751
170,170.27,169.55,8625,169.58,"2024-05-01T13:30:00Z",823195,169.860014
169.75,170.1899,169.6475,2791,170.02,"2024-05-01T13:31:00Z",242193,169.899346
169.65,170,169.65,2268,169.75,"2024-05-01T13:32:00Z",149879,169.846418
169.39,169.8,169.38,3039,169.64,"2024-05-01T13:33:00Z",245930,169.595444
169.1109,169.47,169.11,3425,169.4,"2024-05-01T13:34:00Z",313845,169.285226
169.6,169.76,169.11,2736,169.11,"2024-05-01T13:35:00Z",168418,169.552528
169.62,169.83,169.46,2148,169.6,"2024-05-01T13:36:00Z",153340,169.629775
169.695,169.76,169.57,2010,169.62,"2024-05-01T13:37:00Z",105323,169.663211
169.74,169.84,169.58,1640,169.68,"2024-05-01T13:38:00Z",100520,169.708347
169.675,169.78,169.5144,1528,169.75,"2024-05-01T13:39:00Z",90389,169.653477
169.69,169.7,169.565,1615,169.67,"2024-05-01T13:40:00Z",98626,169.638497
169.95,169.98,169.6967,1500,169.6967,"2024-05-01T13:41:00Z",122243,169.88903
169.85,170.08,169.82,2131,169.9567,"2024-05-01T13:42:00Z",159543,169.931069
169.98,169.99,169.78,1350,169.84,"2024-05-01T13:43:00Z",110175,169.867392
170.25,170.36,169.98,1946,169.99,"2024-05-01T13:44:00Z",166081,170.1976
170.355,170.37,170.18,1494,170.28,"2024-05-01T13:45:00Z",112716,170.269898
170.2619,170.48,170.26,1843,170.36,"2024-05-01T13:46:00Z",159990,170.358091
170.3,170.45,170.26,1360,170.27,"2024-05-01T13:47:00Z",94111,170.338347
170.54,170.55,170.24,1575,170.29,"2024-05-01T13:48:00Z",111846,170.417516
170.5499,170.5603,170.4,1709,170.55,"2024-05-01T13:49:00Z",126800,170.479644
170.515,170.6387,170.45,1485,170.55,"2024-05-01T13:50:00Z",103040,170.542988
170.475,170.58,170.45,1222,170.51,"2024-05-01T13:51:00Z",78510,170.524534
170.365,170.5799,170.32,1503,170.48,"2024-05-01T13:52:00Z",113860,170.467482
170.305,170.39,170.2701,1437,170.365,"2024-05-01T13:53:00Z",100044,170.325264
170.545,170.5699,170.32,1497,170.3299,"2024-05-01T13:54:00Z",102592,170.456947
170.37,170.56,170.3629,998,170.5401,"2024-05-01T13:55:00Z",72724,170.472441
170.34,170.46,170.32,1160,170.37,"2024-05-01T13:56:00Z",81459,170.385573
170.26,170.38,170.25,1109,170.34,"2024-05-01T13:57:00Z",80663,170.327992
170.435,170.49,170.25,1133,170.26,"2024-05-01T13:58:00Z",78177,170.390883
170.3299,170.47,170.28,1090,170.44,"2024-05-01T13:59:00Z",85969,170.362074
170.315,170.46,170.17,2692,170.32,"2024-05-01T14:00:00Z",162973,170.280186
170.62,170.84,170.32,2485,170.34,"2024-05-01T14:01:00Z",214492,170.681967
170.815,170.95,170.55,2280,170.61,"2024-05-01T14:02:00Z",165245,170.778845
170.531,170.84,170.53,1636,170.8199,"2024-05-01T14:03:00Z",112783,170.723223
170.44,170.56,170.37,1921,170.55,"2024-05-01T14:04:00Z",124673,170.486436
170.65,170.68,170.37,1569,170.4499,"2024-05-01T14:05:00Z",100882,170.5048
170.5734,170.675,170.5101,1189,170.64,"2024-05-01T14:06:00Z",81994,170.597693
170.61,170.6371,170.51,1128,170.58,"2024-05-01T14:07:00Z",59317,170.585271
170.56,170.7,170.55,1162,170.615,"2024-05-01T14:08:00Z",50807,170.626706
170.5576,170.6483,170.515,1171,170.57,"2024-05-01T14:09:00Z",72202,170.570169
170.65,170.69,170.505,1096,170.56,"2024-05-01T14:10:00Z",69672,170.583262
170.735,170.8067,170.63,1313,170.64,"2024-05-01T14:11:00Z",75708,170.722254
170.75,170.77,170.67,1246,170.735,"2024-05-01T14:12:00Z",79911,170.711825
170.8423,170.85,170.715,1467,170.76,"2024-05-01T14:13:00Z",109740,170.786894
170.765,170.91,170.7624,1232,170.85,"2024-05-01T14:14:00Z",79862,170.847227
170.94,170.96,170.765,1289,170.765,"2024-05-01T14:15:00Z",107123,170.863522
171.03,171.06,170.91,1866,170.9211,"2024-05-01T14:16:00Z",152862,170.992763
170.8889,171.05,170.86,1489,171.035,"2024-05-01T14:17:00Z",117732,170.957585
170.69,170.91,170.6413,1853,170.8731,"2024-05-01T14:18:00Z",160853,170.77218
170.66,170.69,170.52,1874,170.69,"2024-05-01T14:19:00Z",174170,170.611046
170.77,170.79,170.58,1277,170.66,"2024-05-01T14:20:00Z",92760,170.709119
170.8789,170.91,170.725,1141,170.76,"2024-05-01T14:21:00Z",96326,170.8027
170.925,170.9639,170.8776,1019,170.8889,"2024-05-01T14:22:00Z",78699,170.919949
170.875,171.03,170.86,1293,170.925,"2024-05-01T14:23:00Z",109812,170.967019
170.89,170.99,170.82,1020,170.8701,"2024-05-01T14:24:00Z",67272,170.898441
170.95,170.9999,170.881,1091,170.881,"2024-05-01T14:25:00Z",87363,170.949607
171.015,171.07,170.94,1777,170.94,"2024-05-01T14:26:00Z",94338,171.015652
170.9672,171.02,170.91,3385,171.0136,"2024-05-01T14:27:00Z",92882,170.954658
170.8128,171.05,170.81,3606,170.96,"2024-05-01T14:28:00Z",101360,170.950269
170.815,170.92,170.77,3195,170.8331,"2024-05-01T14:29:00Z",87578,170.8599
170.76,170.81,170.73,2935,170.785,"2024-05-01T14:30:00Z",115835,170.771448
170.875,170.9,170.69,2295,170.76,"2024-05-01T14:31:00Z",82001,170.802984
170.8299,170.88,170.73,2272,170.875,"2024-05-01T14:32:00Z",81579,170.805295
170.82,170.84,170.74,2446,170.825,"2024-05-01T14:33:00Z",93131,170.792818
170.74,170.8399,170.73,2619,170.81,"2024-05-01T14:34:00Z",73186,170.765232
170.76,170.8,170.65,3248,170.72,"2024-05-01T14:35:00Z",67548,170.724523
170.7588,170.83,170.69,3625,170.7682,"2024-05-01T14:36:00Z",68184,170.769902
170.77,170.85,170.73,3642,170.755,"2024-05-01T14:37:00Z",75484,170.793545
170.8554,170.88,170.7,3634,170.76,"2024-05-01T14:38:00Z",80047,170.819198
170.815,170.92,170.8,3367,170.85,"2024-05-01T14:39:00Z",93397,170.862958
170.77,170.83,170.77,3562,170.8,"2024-05-01T14:40:00Z",67509,170.797525
170.78,170.8,170.68,3719,170.78,"2024-05-01T14:41:00Z",77320,170.744254
170.74,170.785,170.66,3384,170.785,"2024-05-01T14:42:00Z",62367,170.718193
170.86,170.8861,170.74,3388,170.7401,"2024-05-01T14:43:00Z",57829,170.804552
170.95,170.98,170.87,3005,170.87,"2024-05-01T14:44:00Z",63616,170.914867
171.065,171.095,170.94,3362,170.95,"2024-05-01T14:45:00Z",88696,170.997222
171.175,171.2301,171.06,3175,171.06,"2024-05-01T14:46:00Z",100854,171.159107
171.17,171.195,171.1199,2828,171.18,"2024-05-01T14:47:00Z",61353,171.154974
171.195,171.2399,171.13,2743,171.1699,"2024-05-01T14:48:00Z",88964,171.19818
171.1008,171.21,171.06,2662,171.21,"2024-05-01T14:49:00Z",64129,171.120656
171.225,171.2384,171.06,2832,171.1,"2024-05-01T14:50:00Z",82468,171.160571
171.3,171.319,171.18,2355,171.235,"2024-05-01T14:51:00Z",93920,171.252222
171.25,171.35,171.18,2382,171.295,"2024-05-01T14:52:00Z",100257,171.281572
171.2385,171.2984,171.2,2355,171.2437,"2024-05-01T14:53:00Z",66238,171.255713
171.1501,171.24,171.15,2311,171.24,"2024-05-01T14:54:00Z",54363,171.190256
171.1608,171.1692,171.065,2380,171.155,"2024-05-01T14:55:00Z",77308,171.107454
171.09,171.17,171.06,2023,171.169,"2024-05-01T14:56:00Z",53825,171.110626
171.14,171.145,171.08,2367,171.0985,"2024-05-01T14:57:00Z",66525,171.11614
171.09,171.17,171.09,2750,171.14,"2024-05-01T14:58:00Z",75713,171.13182
171.105,171.14,171.0601,3108,171.08,"2024-05-01T14:59:00Z",79684,171.091138
171.095,171.105,170.97,3549,171.1,"2024-05-01T15:00:00Z",101168,171.023311
171.1525,171.1938,171.095,3686,171.1,"2024-05-01T15:01:00Z",97999,171.149085
171.1523,171.1787,171.08,3305,171.16,"2024-05-01T15:02:00Z",54652,171.138847
171.125,171.185,171.08,3360,171.155,"2024-05-01T15:03:00Z",51786,171.130514
171.22,171.22,171.1,3330,171.125,"2024-05-01T15:04:00Z",56412,171.162418
171.355,171.36,171.2207,3220,171.225,"2024-05-01T15:05:00Z",65308,171.303525
171.135,171.35,171.135,2945,171.35,"2024-05-01T15:06:00Z",46575,171.252944
171.04,171.135,171.03,2873,171.1309,"2024-05-01T15:07:00Z",70404,171.072495
170.945,171.045,170.9101,2721,171.0412,"2024-05-01T15:08:00Z",69122,170.952746
170.865,170.985,170.85,2647,170.95,"2024-05-01T15:09:00Z",69399,170.915305
170.95,170.96,170.87,2369,170.87,"2024-05-01T15:10:00Z",51419,170.921113
170.8726,170.96,170.86,2379,170.9492,"2024-05-01T15:11:00Z",41000,170.909508
170.8588,170.8799,170.81,2450,170.8799,"2024-05-01T15:12:00Z",55662,170.833402
170.86,170.95,170.845,2488,170.85,"2024-05-01T15:13:00Z",68717,170.909159
170.995,171,170.85,2182,170.85,"2024-05-01T15:14:00Z",50159,170.927487
171.01,171.09,170.9329,2624,170.99,"2024-05-01T15:15:00Z",75955,171.01818
170.85,171.0199,170.82,2496,171,"2024-05-01T15:16:00Z",60448,170.886577
170.805,170.88,170.75,2712,170.86,"2024-05-01T15:17:00Z",82895,170.822865
170.82,170.83,170.69,2561,170.805,"2024-05-01T15:18:00Z",81759,170.757494
170.76,170.82,170.75,1911,170.81,"2024-05-01T15:19:00Z",43272,170.779612
170.67,170.7401,170.65,2361,170.74,"2024-05-01T15:20:00Z",78844,170.691283
170.735,170.74,170.645,2260,170.67,"2024-05-01T15:21:00Z",60323,170.695429
170.77,170.7897,170.69,1889,170.735,"2024-05-01T15:22:00Z",63228,170.749761
170.83,170.87,170.745,1908,170.7627,"2024-05-01T15:23:00Z",61903,170.829574
170.91,170.93,170.815,2143,170.825,"2024-05-01T15:24:00Z",61892,170.881034
170.98,170.98,170.89,2057,170.93,"2024-05-01T15:25:00Z",79020,170.942253
170.8875,170.98,170.8599,1932,170.9703,"2024-05-01T15:26:00Z",65348,170.902689
170.9654,170.98,170.88,2082,170.88,"2024-05-01T15:27:00Z",58646,170.941948
171.0925,171.0925,170.96,1965,170.97,"2024-05-01T15:28:00Z",57416,171.026684
171.17,171.17,171.0899,2180,171.09,"2024-05-01T15:29:00Z",78199,171.129932
171.225,171.24,171.15,2541,171.17,"2024-05-01T15:30:00Z",91957,171.192314
171.216,171.23,171.1,2764,171.22,"2024-05-01T15:31:00Z",95527,171.174454
171.225,171.29,171.18,3267,171.22,"2024-05-01T15:32:00Z",158381,171.251307
171.22,171.23,171.18,2512,171.2272,"2024-05-01T15:33:00Z",51262,171.213425
171.25,171.28,171.215,2357,171.23,"2024-05-01T15:34:00Z",61091,171.251051
171.29,171.31,171.2501,1707,171.2501,"2024-05-01T15:35:00Z",85775,171.287628
171.2691,171.29,171.205,922,171.29,"2024-05-01T15:36:00Z",54611,171.25182
171.215,171.26,171.2,655,171.26,"2024-05-01T15:37:00Z",48570,171.221936
171.295,171.32,171.2149,788,171.22,"2024-05-01T15:38:00Z",55062,171.275823
171.2425,171.31,171.205,792,171.295,"2024-05-01T15:39:00Z",58437,171.259762
171.225,171.26,171.2101,655,171.25,"2024-05-01T15:40:00Z",41904,171.238742
171.3066,171.31,171.18,954,171.2299,"2024-05-01T15:41:00Z",87425,171.255861
171.3728,171.39,171.305,864,171.31,"2024-05-01T15:42:00Z",68319,171.345731
171.3843,171.3995,171.37,635,171.3701,"2024-05-01T15:43:00Z",48950,171.383881
171.48,171.49,171.3801,1194,171.3843,"2024-05-01T15:44:00Z",117726,171.430734
171.435,171.52,171.375,1586,171.49,"2024-05-01T15:45:00Z",153055,171.456473
171.44,171.45,171.33,1020,171.43,"2024-05-01T15:46:00Z",89700,171.38751
171.37,171.45,171.34,879,171.435,"2024-05-01T15:47:00Z",61050,171.413978
171.41,171.42,171.38,488,171.385,"2024-05-01T15:48:00Z",33092,171.406145
171.35,171.415,171.3399,634,171.41,"2024-05-01T15:49:00Z",49842,171.367099
171.41,171.42,171.355,920,171.358,"2024-05-01T15:50:00Z",72162,171.387614
171.315,171.465,171.31,768,171.42,"2024-05-01T15:51:00Z",60122,171.371343
171.4501,171.47,171.29,879,171.315,"2024-05-01T15:52:00Z",67929,171.370569
171.49,171.4997,171.43,796,171.46,"2024-05-01T15:53:00Z",65235,171.463716
171.5,171.52,171.44,874,171.5,"2024-05-01T15:54:00Z",77236,171.491476
171.455,171.51,171.445,737,171.5,"2024-05-01T15:55:00Z",49198,171.471775
171.44,171.5199,171.43,777,171.4598,"2024-05-01T15:56:00Z",211895,171.499684
171.525,171.53,171.41,933,171.44,"2024-05-01T15:57:00Z",73890,171.466196
171.575,171.6,171.53,770,171.53,"2024-05-01T15:58:00Z",65152,171.570716
171.52,171.59,171.48,894,171.58,"2024-05-01T15:59:00Z",73358,171.537885
171.495,171.525,171.4214,995,171.52,"2024-05-01T16:00:00Z",74304,171.472258
171.46,171.51,171.39,1298,171.5,"2024-05-01T16:01:00Z",138031,171.43484
171.481,171.5,171.445,872,171.4648,"2024-05-01T16:02:00Z",64120,171.466766
171.47,171.51,171.44,723,171.49,"2024-05-01T16:03:00Z",51851,171.481537
171.48,171.48,171.45,540,171.47,"2024-05-01T16:04:00Z",36465,171.462969
171.48,171.51,171.46,684,171.472,"2024-05-01T16:05:00Z",63094,171.488858
171.495,171.505,171.46,583,171.48,"2024-05-01T16:06:00Z",48194,171.486581
171.5,171.51,171.47,634,171.5,"2024-05-01T16:07:00Z",47118,171.494561
171.49,171.505,171.44,669,171.495,"2024-05-01T16:08:00Z",51418,171.471522
