"c","h","l","n","o","t","v","vw"
211.84,211.89,211.7,168,211.89,"2024-07-01T08:00:00Z",2488,211.801805
211.68,211.68,211.68,44,211.68,"2024-07-01T08:01:00Z",800,211.68
211.83,211.83,211.78,37,211.78,"2024-07-01T08:02:00Z",1587,211.793333
211.79,211.88,211.79,51,211.83,"2024-07-01T08:03:00Z",4499,211.80494
211.71,211.71,211.71,68,211.71,"2024-07-01T08:04:00Z",1677,211.71
211.59,211.7,211.59,22,211.7,"2024-07-01T08:07:00Z",834,211.631373
211.73,211.73,211.73,22,211.73,"2024-07-01T08:09:00Z",754,211.73
211.71,211.71,211.71,15,211.71,"2024-07-01T08:11:00Z",493,211.71
211.7,211.7,211.7,2,211.7,"2024-07-01T08:15:00Z",399,211.7
211.79,211.79,211.79,28,211.79,"2024-07-01T08:19:00Z",744,211.79
211.75,211.75,211.75,6,211.75,"2024-07-01T08:22:00Z",248,211.75
211.8,211.8,211.8,9,211.8,"2024-07-01T08:29:00Z",286,211.8
211.81,211.81,211.81,12,211.81,"2024-07-01T08:34:00Z",483,211.81
211.75,211.82,211.75,36,211.82,"2024-07-01T08:35:00Z",1108,211.788251
211.7,211.7,211.7,30,211.7,"2024-07-01T08:36:00Z",1654,211.7
211.7,211.71,211.7,31,211.71,"2024-07-01T08:37:00Z",2232,211.701277
211.48,211.76,211.48,122,211.76,"2024-07-01T08:39:00Z",3003,211.568
211.35,211.35,211.35,43,211.35,"2024-07-01T08:40:00Z",1913,211.35
211.25,211.25,211.25,32,211.25,"2024-07-01T08:41:00Z",1219,211.25
211.08,211.08,211.08,62,211.08,"2024-07-01T08:42:00Z",3164,211.08
211.3,211.3,211.3,12,211.3,"2024-07-01T08:43:00Z",436,211.3
211.3,211.3,211.3,16,211.3,"2024-07-01T08:44:00Z",663,211.3
211.19,211.3,211.19,43,211.3,"2024-07-01T08:45:00Z",2935,211.263941
211.4,211.4,211.4,5,211.4,"2024-07-01T08:46:00Z",386,211.4
211.4,211.4,211.31,9,211.31,"2024-07-01T08:47:00Z",374,211.366038
211.28,211.28,211.28,40,211.28,"2024-07-01T08:49:00Z",1667,211.28
211.2,211.2,211.2,12,211.2,"2024-07-01T08:51:00Z",785,211.2
211.39,211.39,211.39,18,211.39,"2024-07-01T08:52:00Z",755,211.39
211.24,211.24,211.24,75,211.24,"2024-07-01T08:54:00Z",2885,211.24
211.14,211.23,211.14,54,211.23,"2024-07-01T08:55:00Z",3855,211.182811
211.11,211.15,211.04,159,211.15,"2024-07-01T08:57:00Z",7549,211.094345
211.09,211.13,211.09,33,211.13,"2024-07-01T08:59:00Z",1938,211.124264
211.01,211.09,211.01,101,211.09,"2024-07-01T09:00:00Z",8791,211.049781
211,211.09,211,17,211.09,"2024-07-01T09:01:00Z",1266,211.077772
210.98,211,210.98,47,211,"2024-07-01T09:03:00Z",1180,210.99708
210.8,210.8,210.8,42,210.8,"2024-07-01T09:07:00Z",770,210.8
210.63,210.68,210.63,39,210.68,"2024-07-01T09:10:00Z",836,210.647846
210.5,210.62,210.5,344,210.62,"2024-07-01T09:11:00Z",1693,210.532877
210.51,210.51,210.51,24,210.51,"2024-07-01T09:12:00Z",325,210.51
210.5,210.5,210.5,38,210.5,"2024-07-01T09:13:00Z",1029,210.5
210.56,210.56,210.56,31,210.56,"2024-07-01T09:15:00Z",905,210.56
210.74,210.74,210.71,662,210.71,"2024-07-01T09:16:00Z",3783,210.724879
210.99,210.99,210.99,23,210.99,"2024-07-01T09:18:00Z",556,210.99
210.99,210.99,210.99,17,210.99,"2024-07-01T09:19:00Z",516,210.99
210.87,210.9,210.87,39,210.9,"2024-07-01T09:27:00Z",926,210.891429
210.81,210.81,210.81,27,210.81,"2024-07-01T09:28:00Z",1451,210.81
210.81,210.81,210.8,44,210.81,"2024-07-01T09:29:00Z",1953,210.80689
210.63,210.71,210.63,51,210.71,"2024-07-01T09:30:00Z",2523,210.648847
210.82,210.82,210.82,5,210.82,"2024-07-01T09:35:00Z",507,210.82
210.99,210.99,210.95,20,210.95,"2024-07-01T09:36:00Z",2042,210.981636
211.07,211.07,211.07,12,211.07,"2024-07-01T09:38:00Z",225,211.07
211.39,211.39,211.39,52,211.39,"2024-07-01T09:43:00Z",1720,211.39
210.99,211.02,210.99,48,211.02,"2024-07-01T09:47:00Z",1939,211.003804
210.99,211,210.99,49,211,"2024-07-01T09:52:00Z",1417,210.996667
211.19,211.19,211.19,32,211.19,"2024-07-01T10:00:00Z",1535,211.19
211.27,211.27,211.27,20,211.27,"2024-07-01T10:04:00Z",1426,211.27
211.34,211.34,211.34,21,211.34,"2024-07-01T10:06:00Z",401,211.34
211.4,211.4,211.4,5,211.4,"2024-07-01T10:07:00Z",133,211.4
211.5,211.5,211.4,41,211.4,"2024-07-01T10:09:00Z",1186,211.452413
211.51,211.51,211.51,11,211.51,"2024-07-01T10:10:00Z",167,211.51
211.4,211.4,211.4,9,211.4,"2024-07-01T10:17:00Z",320,211.4
211.3,211.3,211.3,21,211.3,"2024-07-01T10:24:00Z",616,211.3
211.3,211.3,211.3,7,211.3,"2024-07-01T10:31:00Z",270,211.3
211.3,211.3,211.3,4,211.3,"2024-07-01T10:35:00Z",137,211.3
211.3,211.3,211.3,42,211.3,"2024-07-01T10:42:00Z",826,211.3
211.3,211.37,211.3,13,211.37,"2024-07-01T10:47:00Z",850,211.320774
211.25,211.25,211.25,18,211.25,"2024-07-01T10:55:00Z",557,211.25
211.2,211.2,211.2,10,211.2,"2024-07-01T10:57:00Z",479,211.2
211.15,211.15,211.15,32,211.15,"2024-07-01T10:59:00Z",910,211.15
211.14,211.14,211.14,84,211.14,"2024-07-01T11:00:00Z",1929,211.14
211.3,211.3,211.3,12,211.3,"2024-07-01T11:01:00Z",469,211.3
211.35,211.35,211.33,29,211.33,"2024-07-01T11:02:00Z",1154,211.337833
211.27,211.27,211.27,23,211.27,"2024-07-01T11:04:00Z",1058,211.27
211.32,211.34,211.32,12,211.34,"2024-07-01T11:07:00Z",977,211.33681
211.26,211.32,211.26,65,211.32,"2024-07-01T11:08:00Z",4192,211.304775
211.25,211.25,211.25,23,211.25,"2024-07-01T11:10:00Z",1062,211.25
211.28,211.28,211.28,18,211.28,"2024-07-01T11:11:00Z",702,211.28
211.31,211.31,211.31,17,211.31,"2024-07-01T11:13:00Z",590,211.31
211.32,211.32,211.32,32,211.32,"2024-07-01T11:14:00Z",2539,211.32
211.35,211.35,211.35,30,211.35,"2024-07-01T11:16:00Z",869,211.35
211.38,211.38,211.36,67,211.36,"2024-07-01T11:17:00Z",2561,211.373548
211.45,211.45,211.45,34,211.45,"2024-07-01T11:18:00Z",1333,211.45
211.39,211.39,211.39,20,211.39,"2024-07-01T11:22:00Z",794,211.39
211.42,211.42,211.42,22,211.42,"2024-07-01T11:26:00Z",1094,211.42
211.45,211.45,211.45,38,211.45,"2024-07-01T11:27:00Z",1668,211.45
211.5,211.5,211.48,42,211.48,"2024-07-01T11:28:00Z",2754,211.486104
211.5,211.5,211.5,39,211.5,"2024-07-01T11:29:00Z",3255,211.5
211.36,211.5,211.36,73,211.5,"2024-07-01T11:30:00Z",4274,211.479983
211.6,211.6,211.54,64,211.54,"2024-07-01T11:39:00Z",3691,211.552857
211.62,211.62,211.62,58,211.62,"2024-07-01T11:40:00Z",5566,211.62
211.62,211.65,211.62,41,211.65,"2024-07-01T11:42:00Z",2423,211.621767
211.57,211.57,211.57,26,211.57,"2024-07-01T11:43:00Z",1121,211.57
211.64,211.64,211.64,29,211.64,"2024-07-01T11:44:00Z",1030,211.64
211.64,211.64,211.64,14,211.64,"2024-07-01T11:45:00Z",365,211.64
211.64,211.64,211.6,53,211.6,"2024-07-01T11:46:00Z",2916,211.610569
211.6,211.6,211.6,20,211.6,"2024-07-01T11:47:00Z",1338,211.6
211.6,211.63,211.6,22,211.63,"2024-07-01T11:48:00Z",1955,211.612478
211.6,211.6,211.6,9,211.6,"2024-07-01T11:50:00Z",317,211.6
211.57,211.57,211.57,39,211.57,"2024-07-01T11:51:00Z",1482,211.57
211.66,211.66,211.65,46,211.65,"2024-07-01T11:53:00Z",1197,211.653092
211.65,211.65,211.65,34,211.65,"2024-07-01T11:58:00Z",583,211.65
211.5546,211.69,211.1545,917,211.32,"2024-07-01T12:00:00Z",48654,211.445495
212,212,211.51,469,211.51,"2024-07-01T12:01:00Z",4376,211.77963
211.86,212.2,211.51,1021,211.84,"2024-07-01T12:02:00Z",13547,211.7567
211.63,212.12,211.63,163,211.84,"2024-07-01T12:03:00Z",2441,211.828277
211.64,211.64,211.64,32,211.64,"2024-07-01T12:04:00Z",400,211.64
211.66,211.66,211.64,31,211.64,"2024-07-01T12:05:00Z",1602,211.65547
211.71,211.71,211.66,63,211.66,"2024-07-01T12:06:00Z",9293,211.705637
210.62,211.71,210.62,72,211.71,"2024-07-01T12:09:00Z",27042,210.652955
211.49,211.6,211.49,90,211.6,"2024-07-01T12:10:00Z",3936,211.543359
211.45,211.47,211.45,58,211.47,"2024-07-01T12:11:00Z",1339,211.45317
211.44,211.44,211.44,30,211.44,"2024-07-01T12:12:00Z",432,211.44
211.44,211.44,211.44,34,211.44,"2024-07-01T12:13:00Z",453,211.44
211.45,211.45,211.45,31,211.45,"2024-07-01T12:15:00Z",678,211.45
211.45,211.45,211.42,51,211.42,"2024-07-01T12:16:00Z",1037,211.426024
211.42,211.45,210.62,25,211.4499,"2024-07-01T12:17:00Z",4710,210.710469
211.42,211.46,211.42,62,211.45,"2024-07-01T12:18:00Z",3232,211.445824
211.46,211.46,211.45,34,211.45,"2024-07-01T12:19:00Z",623,211.455
211.46,211.46,211.46,38,211.46,"2024-07-01T12:20:00Z",967,211.46
211.3898,211.46,211.3898,108,211.46,"2024-07-01T12:21:00Z",2815,211.420762
211.39,211.39,211.39,44,211.39,"2024-07-01T12:22:00Z",1042,211.39
211.42,211.42,211.42,45,211.42,"2024-07-01T12:23:00Z",965,211.42
211.4,211.4,211.4,23,211.4,"2024-07-01T12:24:00Z",528,211.4
211.42,211.46,211.4,48,211.46,"2024-07-01T12:25:00Z",1214,211.425745
211.41,211.41,211.41,19,211.41,"2024-07-01T12:26:00Z",293,211.41
211.39,211.46,211.39,48,211.4,"2024-07-01T12:27:00Z",2068,211.432866
211.45,211.45,211.3,111,211.36,"2024-07-01T12:28:00Z",5231,211.362981
211.3999,211.3999,211.3,30,211.3,"2024-07-01T12:29:00Z",2637,211.304205
211.36,211.4,211.36,27,211.4,"2024-07-01T12:30:00Z",440,211.373333
211.34,211.36,211.34,45,211.36,"2024-07-01T12:31:00Z",1355,211.35449
211.3,211.3,211.3,31,211.3,"2024-07-01T12:32:00Z",490,211.3
211.34,211.36,211.34,41,211.36,"2024-07-01T12:34:00Z",1491,211.352491
211.36,211.36,211.36,50,211.36,"2024-07-01T12:35:00Z",481,211.36
211.34,211.34,211.34,60,211.34,"2024-07-01T12:38:00Z",751,211.34
211.35,211.3842,211.3,46,211.3,"2024-07-01T12:40:00Z",1359,211.359
211.3,211.35,211.3,65,211.35,"2024-07-01T12:41:00Z",1520,211.323012
211.25,211.29,211.25,104,211.26,"2024-07-01T12:42:00Z",3176,211.257576
211.3,211.32,211.29,72,211.3,"2024-07-01T12:43:00Z",2488,211.294653
211.3,211.301,211.3,39,211.301,"2024-07-01T12:44:00Z",1197,211.300411
211.2758,211.3,211.2758,49,211.3,"2024-07-01T12:45:00Z",1321,211.292168
211.36,211.36,211.335,66,211.335,"2024-07-01T12:46:00Z",2252,211.353687
211.3987,211.3987,211.3987,50,211.3987,"2024-07-01T12:47:00Z",1438,211.3987
211.3,211.4,211.3,38,211.4,"2024-07-01T12:49:00Z",1130,211.374457
211.31,211.31,211.31,40,211.31,"2024-07-01T12:50:00Z",571,211.31
211.3,211.3,211.3,103,211.3,"2024-07-01T12:51:00Z",3004,211.3
211.35,211.35,211.35,39,211.35,"2024-07-01T12:53:00Z",627,211.35
211.3988,211.4,211.3108,70,211.3108,"2024-07-01T12:54:00Z",3140,211.350923
211.38,211.4,211.38,37,211.4,"2024-07-01T12:56:00Z",22345,211.397806
211.47,211.47,211.42,64,211.42,"2024-07-01T12:57:00Z",1757,211.456195
211.48,211.518,211.45,80,211.5,"2024-07-01T12:58:00Z",8855,211.495745
211.45,211.5,211.45,51,211.5,"2024-07-01T12:59:00Z",1371,211.494541
211.56,211.56,211.51,52,211.51,"2024-07-01T13:00:00Z",4692,211.520928
211.7464,211.7464,211.56,78,211.58,"2024-07-01T13:01:00Z",4653,211.635695
211.7,211.73,211.68,70,211.68,"2024-07-01T13:02:00Z",4527,211.71032
211.7058,211.7499,211.7,71,211.7,"2024-07-01T13:03:00Z",3559,211.729814
211.7,211.7,211.7,84,211.7,"2024-07-01T13:04:00Z",2520,211.7
211.58,211.7,211.56,102,211.7,"2024-07-01T13:05:00Z",4497,211.641133
211.53,211.54,211.53,71,211.54,"2024-07-01T13:06:00Z",5598,211.530226
211.55,211.57,211.52,100,211.56,"2024-07-01T13:07:00Z",3323,211.546139
211.6,211.61,211.45,120,211.56,"2024-07-01T13:08:00Z",6606,211.567757
211.6774,211.6774,211.6733,45,211.6733,"2024-07-01T13:09:00Z",912,211.67574
211.5001,211.56,211.5001,49,211.56,"2024-07-01T13:10:00Z",1067,211.540954
211.51,211.51,211.51,36,211.51,"2024-07-01T13:11:00Z",738,211.51
211.59,211.6,211.5648,51,211.5648,"2024-07-01T13:12:00Z",1779,211.592549
211.6,211.6,211.59,55,211.59,"2024-07-01T13:13:00Z",1607,211.590861
211.6,211.6,211.6,38,211.6,"2024-07-01T13:14:00Z",507,211.6
211.46,211.51,211.46,128,211.51,"2024-07-01T13:15:00Z",2536,211.493333
211.44,211.47,211.44,42,211.47,"2024-07-01T13:16:00Z",918,211.452024
211.4,211.4,211.4,32,211.4,"2024-07-01T13:17:00Z",1549,211.4
211.46,211.51,211.46,96,211.5,"2024-07-01T13:18:00Z",2296,211.498129
211.59,211.63,211.54,50,211.63,"2024-07-01T13:19:00Z",1393,211.595311
211.55,211.58,211.55,35,211.58,"2024-07-01T13:20:00Z",689,211.558357
211.75,211.75,211.58,136,211.58,"2024-07-01T13:21:00Z",6304,211.730636
211.7,211.74,211.7,57,211.7,"2024-07-01T13:22:00Z",2400,211.716016
211.75,211.75,211.7056,72,211.73,"2024-07-01T13:23:00Z",2354,211.741919
211.81,211.82,211.79,134,211.79,"2024-07-01T13:24:00Z",4400,211.810577
212.16,212.2,211.83,339,211.84,"2024-07-01T13:25:00Z",18226,211.986808
212.25,212.25,212,339,212.1,"2024-07-01T13:26:00Z",21376,212.175888
211.99,212.24,211.8,284,212.24,"2024-07-01T13:27:00Z",21084,212.085875
212.01,212.07,211.99,107,211.99,"2024-07-01T13:28:00Z",6574,212.015641
212.02,212.2,212,247,212.01,"2024-07-01T13:29:00Z",22699,212.097151
212.43,212.52,211.92,16733,212.09,"2024-07-01T13:30:00Z",1305493,212.06699
212.97,213.0851,212.33,6208,212.44,"2024-07-01T13:31:00Z",585361,212.754393
212.94,213.07,212.61,3234,213.02,"2024-07-01T13:32:00Z",266195,212.909249
213.175,213.26,212.55,2999,212.92,"2024-07-01T13:33:00Z",311745,212.911705
213.34,213.48,213.08,3107,213.19,"2024-07-01T13:34:00Z",289703,213.305031
213.65,213.6945,213.31,2967,213.325,"2024-07-01T13:35:00Z",319931,213.477876
213.886,214.04,213.64,3844,213.64,"2024-07-01T13:36:00Z",358294,213.905635
213.26,213.98,213.145,3182,213.875,"2024-07-01T13:37:00Z",293538,213.521805
213.5701,213.81,213.2201,2620,213.26,"2024-07-01T13:38:00Z",235769,213.525208
213.33,213.6,213.185,2416,213.5701,"2024-07-01T13:39:00Z",191667,213.41412
213.1278,213.32,212.93,3330,213.32,"2024-07-01T13:40:00Z",283130,213.083836
213.215,213.46,212.99,2167,213.1573,"2024-07-01T13:41:00Z",163662,213.269882
213.61,213.61,213.14,1786,213.215,"2024-07-01T13:42:00Z",126824,213.330216
213.725,213.8,213.57,1843,213.62,"2024-07-01T13:43:00Z",178157,213.707589
213.52,213.85,213.37,3371,213.72,"2024-07-01T13:44:00Z",267632,213.551631
213,213.64,212.99,3227,213.5199,"2024-07-01T13:45:00Z",281240,213.316502
213,213.14,212.87,2738,213.01,"2024-07-01T13:46:00Z",271766,213.004724
212.7,213.04,212.67,2312,212.98,"2024-07-01T13:47:00Z",176500,212.820348
212.945,213.05,212.6,2472,212.715,"2024-07-01T13:48:00Z",244732,212.872242
212.445,212.99,212.41,2180,212.99,"2024-07-01T13:49:00Z",170553,212.674069
212.58,212.64,212.34,2118,212.42,"2024-07-01T13:50:00Z",181515,212.467748
212.3799,212.59,212.28,1860,212.57,"2024-07-01T13:51:00Z",134806,212.40505
212.65,212.79,212.375,2519,212.38,"2024-07-01T13:52:00Z",234723,212.589773
212.56,212.74,212.48,2171,212.6599,"2024-07-01T13:53:00Z",186733,212.595551
212.78,212.99,212.515,2658,212.56,"2024-07-01T13:54:00Z",203339,212.797251
212.78,212.83,212.605,1304,212.8,"2024-07-01T13:55:00Z",92211,212.699247
212.924,212.94,212.72,1530,212.77,"2024-07-01T13:56:00Z",120599,212.828358
212.8505,213.02,212.8505,1818,212.92,"2024-07-01T13:57:00Z",135993,212.942939
213.155,213.2,212.85,1731,212.86,"2024-07-01T13:58:00Z",128824,213.050496
213.15,213.18,213.02,1186,213.1626,"2024-07-01T13:59:00Z",81954,213.129665
213.34,213.4,213.15,3365,213.15,"2024-07-01T14:00:00Z",256741,213.300716
213.295,213.31,213.14,1798,213.31,"2024-07-01T14:01:00Z",115763,213.229457
213.375,213.47,213.22,2039,213.296,"2024-07-01T14:02:00Z",147854,213.356974
213.345,213.45,213.29,1474,213.38,"2024-07-01T14:03:00Z",87437,213.389856
213.2,213.48,213.18,1453,213.34,"2024-07-01T14:04:00Z",122460,213.381724
213.63,213.73,213.18,2834,213.21,"2024-07-01T14:05:00Z",201540,213.473919
213.38,213.76,213.36,2314,213.62,"2024-07-01T14:06:00Z",150104,213.605069
213.75,213.77,213.3,2121,213.38,"2024-07-01T14:07:00Z",283638,213.54778
213.58,213.88,213.57,2198,213.73,"2024-07-01T14:08:00Z",177036,213.767475
213.56,213.6193,213.285,1799,213.58,"2024-07-01T14:09:00Z",114458,213.431328
213.5,213.82,213.49,2316,213.56,"2024-07-01T14:10:00Z",169840,213.657697
213.18,213.52,213.18,1649,213.5,"2024-07-01T14:11:00Z",110614,213.373101
212.89,213.2,212.83,2343,213.175,"2024-07-01T14:12:00Z",156678,212.976583
212.9001,213.18,212.87,1730,212.905,"2024-07-01T14:13:00Z",116405,213.035035
212.94,213.08,212.85,1565,212.9,"2024-07-01T14:14:00Z",104280,212.967088
213.05,213.15,212.78,2079,212.93,"2024-07-01T14:15:00Z",145404,212.973491
213.59,213.61,213.04,2283,213.065,"2024-07-01T14:16:00Z",177799,213.391713
213.85,213.86,213.58,1963,213.58,"2024-07-01T14:17:00Z",149566,213.718865
214.02,214.1,213.8015,3410,213.85,"2024-07-01T14:18:00Z",383181,213.96084
214.4099,214.43,213.94,3129,214.0133,"2024-07-01T14:19:00Z",312492,214.238139
214.72,214.8,214.39,3653,214.4,"2024-07-01T14:20:00Z",388114,214.634928
214.8499,214.86,214.5882,3015,214.715,"2024-07-01T14:21:00Z",262736,214.739492
215.08,215.21,214.85,5605,214.85,"2024-07-01T14:22:00Z",578369,215.033662
215.21,215.49,215.03,3034,215.08,"2024-07-01T14:23:00Z",335776,215.265967
215.1401,215.39,215.05,2739,215.2199,"2024-07-01T14:24:00Z",260562,215.213975
215.2,215.32,215.1,2052,215.145,"2024-07-01T14:25:00Z",175058,215.234988
214.98,215.215,214.87,2245,215.1901,"2024-07-01T14:26:00Z",191001,214.962295
215.18,215.2,214.8836,1840,214.98,"2024-07-01T14:27:00Z",146043,215.046386
215.43,215.59,215.18,3516,215.185,"2024-07-01T14:28:00Z",402138,215.410085
215.23,215.54,215.185,2431,215.4352,"2024-07-01T14:29:00Z",233121,215.385113
215.06,215.34,214.93,2009,215.22,"2024-07-01T14:30:00Z",157680,215.110783
215.0399,215.0799,214.81,1797,215.07,"2024-07-01T14:31:00Z",149151,214.946078
214.935,215.18,214.89,1786,215.03,"2024-07-01T14:32:00Z",120775,215.026847
214.985,215.05,214.82,1738,214.95,"2024-07-01T14:33:00Z",161480,214.93921
214.79,215.01,214.78,1283,215.01,"2024-07-01T14:34:00Z",87917,214.871698
214.8897,214.94,214.69,1782,214.79,"2024-07-01T14:35:00Z",175806,214.84258
214.7973,214.92,214.77,1710,214.88,"2024-07-01T14:36:00Z",168736,214.857986
214.48,214.81,214.45,1783,214.785,"2024-07-01T14:37:00Z",152186,214.6106
214.3,214.52,214.2,1805,214.4608,"2024-07-01T14:38:00Z",139785,214.355579
214.335,214.44,214.22,1799,214.3099,"2024-07-01T14:39:00Z",160217,214.313087
214.215,214.345,214.13,1897,214.345,"2024-07-01T14:40:00Z",120853,214.233752
214.11,214.36,214.1,3983,214.2196,"2024-07-01T14:41:00Z",97132,214.223482
214.33,214.3907,214.09,4091,214.1,"2024-07-01T14:42:00Z",125758,214.25243
214.185,214.5299,214.18,3822,214.33,"2024-07-01T14:43:00Z",167073,214.387189
214.575,214.575,214.1504,3551,214.16,"2024-07-01T14:44:00Z",174880,214.372734
214.427,214.58,214.34,2516,214.58,"2024-07-01T14:45:00Z",69346,214.459223
214.555,214.7,214.4,2936,214.42,"2024-07-01T14:46:00Z",113175,214.57529
214.82,214.85,214.51,3505,214.55,"2024-07-01T14:47:00Z",146606,214.712393
215.09,215.11,214.83,5207,214.83,"2024-07-01T14:48:00Z",218603,214.986007
214.96,215.09,214.91,4856,215.09,"2024-07-01T14:49:00Z",149342,214.958937
215.31,215.37,214.96,5045,214.98,"2024-07-01T14:50:00Z",189811,215.162899
215.17,215.34,215.13,4598,215.3,"2024-07-01T14:51:00Z",141297,215.249253
215.03,215.2599,214.99,4384,215.18,"2024-07-01T14:52:00Z",120691,215.052966
214.74,215.07,214.57,4368,215.03,"2024-07-01T14:53:00Z",156991,214.775217
214.705,214.89,214.67,4150,214.745,"2024-07-01T14:54:00Z",145818,214.75431
214.99,214.99,214.68,3486,214.705,"2024-07-01T14:55:00Z",105496,214.809901
214.975,215.19,214.965,3396,214.9901,"2024-07-01T14:56:00Z",157814,215.055571
215.11,215.14,214.92,3120,215.0099,"2024-07-01T14:57:00Z",124607,215.0435
215.21,215.3,215.12,3581,215.12,"2024-07-01T14:58:00Z",139984,215.214244
215.36,215.3724,215.14,3326,215.21,"2024-07-01T14:59:00Z",130452,215.283305
215.34,215.43,215.23,4394,215.36,"2024-07-01T15:00:00Z",199593,215.339057
215.055,215.3999,214.98,3360,215.33,"2024-07-01T15:01:00Z",119871,215.102961
215.01,215.24,214.99,3213,215.07,"2024-07-01T15:02:00Z",116997,215.103194
215.2748,215.28,214.99,3159,215.0098,"2024-07-01T15:03:00Z",105307,215.101474
215.21,215.56,215.2,4016,215.2799,"2024-07-01T15:04:00Z",217237,215.406178
214.8936,215.255,214.87,3629,215.19,"2024-07-01T15:05:00Z",170491,215.057597
214.6,214.91,214.47,3434,214.885,"2024-07-01T15:06:00Z",146991,214.666708
214.725,214.77,214.5286,2776,214.59,"2024-07-01T15:07:00Z",125660,214.679634
214.915,215.075,214.7201,3010,214.7299,"2024-07-01T15:08:00Z",153323,214.90718
214.739,214.92,214.62,2120,214.92,"2024-07-01T15:09:00Z",94876,214.730951
214.8364,214.96,214.71,2312,214.72,"2024-07-01T15:10:00Z",63887,214.810364
215.05,215.165,214.84,2376,214.84,"2024-07-01T15:11:00Z",107867,214.988509
215.04,215.17,214.94,2838,215.055,"2024-07-01T15:12:00Z",103515,215.03599
215.195,215.2,215.01,3117,215.03,"2024-07-01T15:13:00Z",180957,215.085768
215.33,215.41,215.1701,4335,215.1932,"2024-07-01T15:14:00Z",226455,215.314266
215.35,215.37,215.18,2748,215.3347,"2024-07-01T15:15:00Z",107810,215.286622
215.27,215.34,215.25,2382,215.33,"2024-07-01T15:16:00Z",77191,215.294291
215.16,215.28,215.12,2482,215.27,"2024-07-01T15:17:00Z",57415,215.209334
215.0896,215.17,215.005,2436,215.15,"2024-07-01T15:18:00Z",88146,215.062583
215.0399,215.14,214.95,2585,215.05,"2024-07-01T15:19:00Z",97449,215.049227
214.805,215.09,214.805,2594,215.035,"2024-07-01T15:20:00Z",76099,214.95709
214.775,214.82,214.66,3230,214.805,"2024-07-01T15:21:00Z",86432,214.745576
214.51,214.7872,214.505,3905,214.7872,"2024-07-01T15:22:00Z",98257,214.603502
214.47,214.51,214.34,3625,214.5,"2024-07-01T15:23:00Z",103069,214.419163
214.7,214.72,214.4729,3659,214.475,"2024-07-01T15:24:00Z",101259,214.640063
214.98,214.98,214.7,3870,214.7,"2024-07-01T15:25:00Z",102846,214.854386
214.99,215,214.78,3548,214.98,"2024-07-01T15:26:00Z",79646,214.908932
214.85,215.005,214.8001,3450,214.98,"2024-07-01T15:27:00Z",70206,214.922901
214.89,214.9,214.78,2920,214.85,"2024-07-01T15:28:00Z",47168,214.848467
215.0133,215.08,214.89,3202,214.89,"2024-07-01T15:29:00Z",89486,215.001368
214.807,215.0199,214.73,2771,215.01,"2024-07-01T15:30:00Z",61759,214.863745
214.8499,214.91,214.74,2662,214.8299,"2024-07-01T15:31:00Z",48431,214.833741
214.8899,214.92,214.75,2658,214.84,"2024-07-01T15:32:00Z",73831,214.862056
214.975,214.98,214.82,2607,214.89,"2024-07-01T15:33:00Z",68504,214.9136
215.145,215.165,214.97,2761,214.98,"2024-07-01T15:34:00Z",111809,215.076852
215.125,215.1997,215.068,2274,215.15,"2024-07-01T15:35:00Z",97241,215.133865
214.98,215.14,214.96,2117,215.135,"2024-07-01T15:36:00Z",61618,215.020494
214.9,214.97,214.81,1993,214.97,"2024-07-01T15:37:00Z",62531,214.862052
214.8,215,214.78,2421,214.905,"2024-07-01T15:38:00Z",71644,214.889149
214.92,214.925,214.7,2112,214.78,"2024-07-01T15:39:00Z",55869,214.782254
215.23,215.27,214.895,2725,214.93,"2024-07-01T15:40:00Z",127079,215.138113
215.285,215.34,215.16,2699,215.2293,"2024-07-01T15:41:00Z",115577,215.258137
215.17,215.345,215.03,2630,215.31,"2024-07-01T15:42:00Z",98700,215.163771
215.235,215.28,215.06,2681,215.16,"2024-07-01T15:43:00Z",54866,215.195795
215.04,215.24,214.98,3086,215.22,"2024-07-01T15:44:00Z",57568,215.077072
215.1516,215.18,215,2940,215.025,"2024-07-01T15:45:00Z",51528,215.132966
215.18,215.22,215.07,2720,215.15,"2024-07-01T15:46:00Z",69234,215.145799
215.09,215.24,215.08,2491,215.1799,"2024-07-01T15:47:00Z",54007,215.166563
215.26,215.27,215.08,2852,215.0951,"2024-07-01T15:48:00Z",86221,215.186722
215.035,215.2611,215.03,2613,215.2556,"2024-07-01T15:49:00Z",70857,215.13411
215.135,215.135,214.98,2948,215.035,"2024-07-01T15:50:00Z",47856,215.061367
215.19,215.23,215.1,3340,215.14,"2024-07-01T15:51:00Z",93378,215.147516
215.23,215.28,215.18,3131,215.19,"2024-07-01T15:52:00Z",89924,215.233829
215.235,215.25,215.145,3262,215.21,"2024-07-01T15:53:00Z",78823,215.20998
215.24,215.32,215.18,3296,215.2396,"2024-07-01T15:54:00Z",107136,215.261616
215.22,215.35,215.14,3476,215.2365,"2024-07-01T15:55:00Z",201368,215.276496
215.37,215.37,215.175,2799,215.215,"2024-07-01T15:56:00Z",85936,215.25432
215.5501,215.66,215.335,4178,215.37,"2024-07-01T15:57:00Z",297654,215.526865
215.64,215.73,215.56,3153,215.56,"2024-07-01T15:58:00Z",150510,215.645298
215.69,215.73,215.615,3268,215.6333,"2024-07-01T15:59:00Z",137453,215.68212
