"c","h","l","n","o","t","v","vw"
228.0479,228.0799,227.99,822,228.075,"2024-07-09T16:10:00Z",43036,228.03436
228.06,228.14,228.02,907,228.04,"2024-07-09T16:11:00Z",55473,228.094943
228.09,228.09,227.93,984,228.07,"2024-07-09T16:12:00Z",123016,228.00156
227.93,228.085,227.92,596,228.085,"2024-07-09T16:13:00Z",34254,227.999436
227.72,227.95,227.72,1040,227.94,"2024-07-09T16:14:00Z",58641,227.858175
227.91,227.94,227.71,910,227.7366,"2024-07-09T16:15:00Z",58844,227.806948
227.98,227.99,227.8803,619,227.895,"2024-07-09T16:16:00Z",36724,227.918051
228.06,228.0699,227.93,754,227.97,"2024-07-09T16:17:00Z",51256,228.002457
228.08,228.1,228.03,729,228.07,"2024-07-09T16:18:00Z",108072,228.072467
228.235,228.24,228.061,1044,228.0867,"2024-07-09T16:19:00Z",87735,228.153342
228.04,228.24,228.0371,805,228.23,"2024-07-09T16:20:00Z",110521,228.152646
227.99,228.1,227.968,725,228.0303,"2024-07-09T16:21:00Z",39669,228.030837
228.12,228.12,227.95,805,227.995,"2024-07-09T16:22:00Z",90829,228.02461
228.1,228.12,228.02,725,228.12,"2024-07-09T16:23:00Z",64785,228.059153
228.09,228.15,228.07,801,228.11,"2024-07-09T16:24:00Z",74486,228.110715
228.08,228.13,228.02,708,228.08,"2024-07-09T16:25:00Z",94361,228.08093
228.09,228.15,228.07,718,228.08,"2024-07-09T16:26:00Z",51474,228.109967
228.07,228.08,227.9901,679,228.08,"2024-07-09T16:27:00Z",48721,228.031282
228.13,228.17,228.02,902,228.07,"2024-07-09T16:28:00Z",87446,228.104227
228.18,228.21,228.105,762,228.1456,"2024-07-09T16:29:00Z",60660,228.162981
228.2485,228.2485,228.17,750,228.17,"2024-07-09T16:30:00Z",50554,228.213866
228.2201,228.27,228.19,782,228.245,"2024-07-09T16:31:00Z",41500,228.221397
228.25,228.28,228.2,853,228.223,"2024-07-09T16:32:00Z",52844,228.238349
228.32,228.33,228.23,807,228.2501,"2024-07-09T16:33:00Z",65867,228.27704
228.2743,228.35,228.23,850,228.3298,"2024-07-09T16:34:00Z",64338,228.28535
228.31,228.33,228.27,771,228.28,"2024-07-09T16:35:00Z",48575,228.304097
228.27,228.3099,228.215,703,228.3001,"2024-07-09T16:36:00Z",85584,228.246267
228.142,228.3,228.14,931,228.26,"2024-07-09T16:37:00Z",100983,228.204574
228.13,228.23,228.13,709,228.16,"2024-07-09T16:38:00Z",38216,228.18605
228.11,228.1685,228.08,1164,228.14,"2024-07-09T16:39:00Z",283494,228.109597
228.14,228.27,228.1101,945,228.115,"2024-07-09T16:40:00Z",51269,228.196666
228.15,228.1599,228.098,695,228.14,"2024-07-09T16:41:00Z",44477,228.134237
228.16,228.205,228.12,876,228.152,"2024-07-09T16:42:00Z",47702,228.162885
228.275,228.31,228.131,868,228.17,"2024-07-09T16:43:00Z",120085,228.207017
228.34,228.34,228.27,834,228.2701,"2024-07-09T16:44:00Z",103374,228.289447
228.34,228.44,228.33,1457,228.33,"2024-07-09T16:45:00Z",99859,228.388319
228.2819,228.41,228.26,1137,228.33,"2024-07-09T16:46:00Z",80113,228.317937
228.3135,228.38,228.29,985,228.3,"2024-07-09T16:47:00Z",85513,228.332592
228.2335,228.39,228.17,1174,228.31,"2024-07-09T16:48:00Z",83860,228.286319
228.23,228.34,228.23,694,228.235,"2024-07-09T16:49:00Z",49922,228.293035
228.2744,228.3599,228.2399,851,228.2399,"2024-07-09T16:50:00Z",55899,228.287056
228.23,228.29,228.14,749,228.26,"2024-07-09T16:51:00Z",50057,228.215421
228.25,228.33,228.23,703,228.23,"2024-07-09T16:52:00Z",57934,228.28335
228.1515,228.238,228.11,703,228.238,"2024-07-09T16:53:00Z",50053,228.159482
228.1182,228.2,228.1182,738,228.1517,"2024-07-09T16:54:00Z",91580,228.170493
228.24,228.2496,228.115,683,228.115,"2024-07-09T16:55:00Z",39730,228.185198
228.28,228.28,228.2085,616,228.24,"2024-07-09T16:56:00Z",81792,228.246896
228.3701,228.3787,228.27,650,228.2866,"2024-07-09T16:57:00Z",91670,228.322311
228.466,228.47,228.3703,808,228.374,"2024-07-09T16:58:00Z",76985,228.419076
228.5101,228.54,228.44,1066,228.4628,"2024-07-09T16:59:00Z",97034,228.493106
228.427,228.55,228.41,888,228.525,"2024-07-09T17:00:00Z",122507,228.482085
228.455,228.46,228.39,689,228.4197,"2024-07-09T17:01:00Z",49879,228.414653
228.545,228.545,228.45,734,228.455,"2024-07-09T17:02:00Z",52131,228.492714
228.5877,228.655,228.5432,962,228.55,"2024-07-09T17:03:00Z",74465,228.614942
228.68,228.7,228.59,1025,228.59,"2024-07-09T17:04:00Z",88384,228.657463
228.5216,228.69,228.5,855,228.685,"2024-07-09T17:05:00Z",63140,228.576669
228.61,228.6716,228.52,742,228.52,"2024-07-09T17:06:00Z",52702,228.625378
228.63,228.6583,228.59,649,228.62,"2024-07-09T17:07:00Z",38058,228.620807
228.66,228.675,228.6,563,228.62,"2024-07-09T17:08:00Z",32117,228.639211
228.665,228.7,228.66,679,228.66,"2024-07-09T17:09:00Z",54907,228.677415
228.58,228.7254,228.565,951,228.665,"2024-07-09T17:10:00Z",75366,228.639053
228.61,228.62,228.55,699,228.59,"2024-07-09T17:11:00Z",45877,228.592427
228.6,228.62,228.545,818,228.61,"2024-07-09T17:12:00Z",57937,228.589801
228.57,228.62,228.565,740,228.6,"2024-07-09T17:13:00Z",56368,228.60545
228.56,228.605,228.51,680,228.575,"2024-07-09T17:14:00Z",121057,228.551823
228.49,228.56,228.46,879,228.56,"2024-07-09T17:15:00Z",85006,228.501565
228.52,228.56,228.48,932,228.49,"2024-07-09T17:16:00Z",79638,228.510824
228.34,228.51,228.33,1025,228.51,"2024-07-09T17:17:00Z",86960,228.415999
228.28,228.36,228.12,1210,228.32,"2024-07-09T17:18:00Z",92267,228.268501
228.21,228.32,228.1149,811,228.26,"2024-07-09T17:19:00Z",41729,228.205005
228.31,228.35,228.216,844,228.2169,"2024-07-09T17:20:00Z",67793,228.271592
228.205,228.31,228.19,677,228.3022,"2024-07-09T17:21:00Z",46523,228.235017
228.18,228.22,228.125,658,228.19,"2024-07-09T17:22:00Z",49513,228.17455
228.13,228.26,228.11,626,228.1739,"2024-07-09T17:23:00Z",81328,228.19959
228.11,228.18,228.07,682,228.125,"2024-07-09T17:24:00Z",43257,228.128194
228.0692,228.1599,228.05,903,228.1,"2024-07-09T17:25:00Z",77076,228.109475
228.19,228.1957,228.0701,646,228.0701,"2024-07-09T17:26:00Z",56170,228.150558
228.0999,228.19,228.09,754,228.18,"2024-07-09T17:27:00Z",45566,228.149535
228.065,228.135,228.0634,747,228.1,"2024-07-09T17:28:00Z",70167,228.09361
228.01,228.075,228.01,650,228.0601,"2024-07-09T17:29:00Z",44506,228.045738
228.09,228.1,227.91,1477,228.01,"2024-07-09T17:30:00Z",84038,227.989271
228.085,228.2,228.07,920,228.088,"2024-07-09T17:31:00Z",69976,228.139262
228.1997,228.1999,228.05,817,228.085,"2024-07-09T17:32:00Z",56560,228.112081
228.19,228.25,228.15,780,228.2,"2024-07-09T17:33:00Z",58172,228.20521
228.145,228.23,228.1051,663,228.2,"2024-07-09T17:34:00Z",53040,228.1528
227.98,228.145,227.92,929,228.145,"2024-07-09T17:35:00Z",82857,228.006646
228.005,228.005,227.9,746,227.977,"2024-07-09T17:36:00Z",68822,227.948194
228.01,228.0999,227.985,641,228.01,"2024-07-09T17:37:00Z",61723,228.044888
227.88,228.025,227.86,676,228.02,"2024-07-09T17:38:00Z",56459,227.919598
227.92,227.94,227.86,653,227.8893,"2024-07-09T17:39:00Z",47983,227.896389
227.93,227.9684,227.91,575,227.92,"2024-07-09T17:40:00Z",35642,227.935623
227.96,227.96,227.85,669,227.93,"2024-07-09T17:41:00Z",54838,227.910458
227.961,227.97,227.91,573,227.96,"2024-07-09T17:42:00Z",39585,227.941978
227.94,228.01,227.94,530,227.9601,"2024-07-09T17:43:00Z",35614,227.979781
228.045,228.05,227.945,574,227.945,"2024-07-09T17:44:00Z",39053,228.005457
227.99,228.06,227.985,561,228.045,"2024-07-09T17:45:00Z",33387,228.019609
227.996,228.03,227.9904,531,228,"2024-07-09T17:46:00Z",36248,228.013899
228.0301,228.04,227.99,549,227.99,"2024-07-09T17:47:00Z",37142,228.014885
228.005,228.052,227.99,578,228.035,"2024-07-09T17:48:00Z",40485,228.02133
227.995,228.01,227.96,611,228.0062,"2024-07-09T17:49:00Z",48739,227.990255
228.055,228.12,227.995,727,227.995,"2024-07-09T17:50:00Z",57935,228.074005
228.01,228.05,227.99,602,228.05,"2024-07-09T17:51:00Z",40458,228.015589
228.1501,228.1899,227.975,790,228.005,"2024-07-09T17:52:00Z",49713,228.052608
228.11,228.2199,228.1,658,228.1562,"2024-07-09T17:53:00Z",48401,228.151221
228.1101,228.15,228.1,503,228.105,"2024-07-09T17:54:00Z",35412,228.120164
228.025,228.11,228.025,452,228.11,"2024-07-09T17:55:00Z",22871,228.058115
228.0651,228.0797,228.0243,528,228.0274,"2024-07-09T17:56:00Z",44481,228.045562
228.0745,228.076,228.03,531,228.06,"2024-07-09T17:57:00Z",45703,228.055783
228.11,228.11,228.065,499,228.0789,"2024-07-09T17:58:00Z",32642,228.091891
228.1,228.14,228.07,524,228.1001,"2024-07-09T17:59:00Z",28751,228.102928
228.05,228.125,228.05,582,228.1,"2024-07-09T18:00:00Z",31069,228.092794
228.01,228.07,227.99,1177,228.055,"2024-07-09T18:01:00Z",179281,228.015452
227.98,228.01,227.88,1350,228,"2024-07-09T18:02:00Z",173128,227.948192
228.085,228.09,227.9602,586,227.99,"2024-07-09T18:03:00Z",42926,228.011478
228.08,228.17,228.05,646,228.085,"2024-07-09T18:04:00Z",54842,228.109422
228.03,228.135,228.0101,656,228.075,"2024-07-09T18:05:00Z",49931,228.068148
228.04,228.07,228.01,511,228.03,"2024-07-09T18:06:00Z",26478,228.037707
228.09,228.0997,228.025,663,228.03,"2024-07-09T18:07:00Z",55539,228.065128
228.105,228.12,228.08,525,228.085,"2024-07-09T18:08:00Z",28093,228.100891
228.085,228.12,228.06,589,228.11,"2024-07-09T18:09:00Z",36282,228.099568
228.1707,228.222,228.085,812,228.085,"2024-07-09T18:10:00Z",61301,228.182825
228.2042,228.21,228.13,571,228.1646,"2024-07-09T18:11:00Z",36845,228.168207
228.2076,228.22,228.17,552,228.2099,"2024-07-09T18:12:00Z",38033,228.203294
228.19,228.22,228.165,549,228.21,"2024-07-09T18:13:00Z",38617,228.200176
228.0199,228.206,228.0199,821,228.1951,"2024-07-09T18:14:00Z",63911,228.091994
228.1287,228.1287,228.02,623,228.0217,"2024-07-09T18:15:00Z",37235,228.066973
228.085,228.13,228.0634,588,228.12,"2024-07-09T18:16:00Z",39210,228.099446
228.0801,228.1,228.05,462,228.085,"2024-07-09T18:17:00Z",34051,228.081137
228.255,228.26,228.0801,762,228.085,"2024-07-09T18:18:00Z",65958,228.189421
228.36,228.36,228.2525,834,228.2525,"2024-07-09T18:19:00Z",77303,228.292587
228.4,228.44,228.335,805,228.3687,"2024-07-09T18:20:00Z",81234,228.388141
228.375,228.46,228.37,627,228.395,"2024-07-09T18:21:00Z",39068,228.421375
228.44,228.52,228.3659,820,228.38,"2024-07-09T18:22:00Z",62149,228.459225
228.415,228.48,228.415,632,228.4499,"2024-07-09T18:23:00Z",54486,228.452508
228.38,228.44,228.3582,723,228.42,"2024-07-09T18:24:00Z",53733,228.3977
228.465,228.47,228.32,770,228.3801,"2024-07-09T18:25:00Z",59245,228.431256
228.4382,228.465,228.38,752,228.465,"2024-07-09T18:26:00Z",60736,228.422991
228.52,228.52,228.44,747,228.44,"2024-07-09T18:27:00Z",70381,228.48414
228.45,228.535,228.4441,835,228.51,"2024-07-09T18:28:00Z",82128,228.490666
228.44,228.49,228.425,861,228.4551,"2024-07-09T18:29:00Z",51884,228.450534
228.4617,228.5,228.43,767,228.45,"2024-07-09T18:30:00Z",53525,228.476865
228.295,228.5,228.278,946,228.47,"2024-07-09T18:31:00Z",71949,228.373727
228.31,228.325,228.27,704,228.2973,"2024-07-09T18:32:00Z",46060,228.292833
228.37,228.41,228.27,760,228.3064,"2024-07-09T18:33:00Z",68195,228.352231
228.39,228.44,228.365,650,228.365,"2024-07-09T18:34:00Z",40823,228.412949
228.4402,228.48,228.3501,625,228.395,"2024-07-09T18:35:00Z",43819,228.421237
228.41,228.4572,228.36,696,228.44,"2024-07-09T18:36:00Z",61117,228.410289
228.4278,228.458,228.39,559,228.4,"2024-07-09T18:37:00Z",29891,228.431091
228.3898,228.425,228.355,701,228.425,"2024-07-09T18:38:00Z",41732,228.393952
228.35,228.41,228.33,644,228.385,"2024-07-09T18:39:00Z",42887,228.376581
228.35,228.42,228.3301,635,228.35,"2024-07-09T18:40:00Z",56075,228.382347
228.295,228.41,228.27,721,228.3501,"2024-07-09T18:41:00Z",56567,228.336625
228.21,228.295,228.2,674,228.295,"2024-07-09T18:42:00Z",55526,228.23377
228.33,228.35,228.21,800,228.2174,"2024-07-09T18:43:00Z",81459,228.262536
228.405,228.42,228.305,679,228.31,"2024-07-09T18:44:00Z",40716,228.37886
228.376,228.46,228.37,653,228.3855,"2024-07-09T18:45:00Z",59111,228.41379
228.474,228.49,228.38,675,228.38,"2024-07-09T18:46:00Z",50261,228.438909
228.49,228.4976,228.47,656,228.49,"2024-07-09T18:47:00Z",36321,228.484105
228.495,228.5199,228.47,752,228.49,"2024-07-09T18:48:00Z",70998,228.494218
228.405,228.51,228.405,740,228.495,"2024-07-09T18:49:00Z",48336,228.47807
228.335,228.406,228.29,690,228.405,"2024-07-09T18:50:00Z",63731,228.354617
228.265,228.34,228.25,630,228.332,"2024-07-09T18:51:00Z",54350,228.282839
228.22,228.28,228.22,572,228.265,"2024-07-09T18:52:00Z",40475,228.240249
228.25,228.3,228.205,860,228.21,"2024-07-09T18:53:00Z",60728,228.258569
228.2601,228.29,228.24,550,228.25,"2024-07-09T18:54:00Z",39183,228.266454
228.26,228.275,228.21,615,228.27,"2024-07-09T18:55:00Z",37427,228.242176
228.1701,228.265,228.17,677,228.265,"2024-07-09T18:56:00Z",48585,228.228745
228.3,228.33,228.17,813,228.17,"2024-07-09T18:57:00Z",55632,228.265391
228.25,228.31,228.2401,549,228.31,"2024-07-09T18:58:00Z",42716,228.267047
228.29,228.295,228.24,570,228.25,"2024-07-09T18:59:00Z",37816,228.2712
228.29,228.31,228.2498,723,228.28,"2024-07-09T19:00:00Z",48660,228.280941
228.395,228.4087,228.2723,922,228.28,"2024-07-09T19:01:00Z",74250,228.320027
228.35,228.44,228.3401,803,228.385,"2024-07-09T19:02:00Z",57970,228.397012
228.3629,228.39,228.3375,557,228.3401,"2024-07-09T19:03:00Z",36526,228.363481
228.37,228.41,228.34,704,228.37,"2024-07-09T19:04:00Z",45954,228.376211
228.24,228.365,228.215,743,228.365,"2024-07-09T19:05:00Z",47472,228.27664
228.325,228.37,228.26,900,228.26,"2024-07-09T19:06:00Z",50192,228.326166
228.266,228.335,228.215,719,228.32,"2024-07-09T19:07:00Z",44985,228.272345
228.225,228.275,228.22,654,228.268,"2024-07-09T19:08:00Z",50561,228.251322
228.225,228.23,228.205,528,228.2294,"2024-07-09T19:09:00Z",42135,228.219054
228.256,228.29,228.2,927,228.225,"2024-07-09T19:10:00Z",74849,228.231782
228.2074,228.26,228.2003,631,228.255,"2024-07-09T19:11:00Z",43393,228.228016
228.2098,228.26,228.203,602,228.2076,"2024-07-09T19:12:00Z",48954,228.227919
228.1801,228.23,228.16,652,228.2001,"2024-07-09T19:13:00Z",41215,228.201544
228.18,228.2475,228.18,664,228.19,"2024-07-09T19:14:00Z",49582,228.213356
228.23,228.23,228.16,521,228.185,"2024-07-09T19:15:00Z",29713,228.18416
228.2895,228.3,228.2025,810,228.23,"2024-07-09T19:16:00Z",55268,228.255981
228.205,228.285,228.2,730,228.285,"2024-07-09T19:17:00Z",64598,228.230818
228.275,228.3,228.205,821,228.21,"2024-07-09T19:18:00Z",69433,228.261452
228.29,228.3,228.2506,647,228.27,"2024-07-09T19:19:00Z",43091,228.277373
228.4,228.4,228.26,808,228.29,"2024-07-09T19:20:00Z",53271,228.323236
228.34,228.395,228.32,828,228.395,"2024-07-09T19:21:00Z",68814,228.357495
228.315,228.35,228.24,752,228.34,"2024-07-09T19:22:00Z",55163,228.295068
228.2901,228.37,228.29,730,228.32,"2024-07-09T19:23:00Z",49014,228.332015
228.37,228.43,228.265,1282,228.29,"2024-07-09T19:24:00Z",102623,228.354699
228.395,228.46,228.35,1094,228.365,"2024-07-09T19:25:00Z",92222,228.40251
228.265,228.4,228.24,947,228.355,"2024-07-09T19:26:00Z",92538,228.29107
228.3,228.31,228.212,944,228.26,"2024-07-09T19:27:00Z",112782,228.24686
228.35,228.385,228.2901,836,228.295,"2024-07-09T19:28:00Z",58266,228.347771
228.36,228.36,228.3044,645,228.36,"2024-07-09T19:29:00Z",34777,228.331052
228.4,228.42,228.33,1063,228.35,"2024-07-09T19:30:00Z",128181,228.378101
228.3,228.43,228.3,820,228.4,"2024-07-09T19:31:00Z",64827,228.394147
228.24,228.31,228.205,1524,228.3,"2024-07-09T19:32:00Z",192943,228.244168
228.23,228.25,228.2,1058,228.23,"2024-07-09T19:33:00Z",82135,228.22277
228.36,228.36,228.18,1304,228.22,"2024-07-09T19:34:00Z",112330,228.277013
228.335,228.365,228.3,895,228.365,"2024-07-09T19:35:00Z",72990,228.327177
228.3201,228.34,228.28,835,228.335,"2024-07-09T19:36:00Z",66992,228.320284
228.32,228.34,228.25,964,228.325,"2024-07-09T19:37:00Z",94382,228.305745
228.305,228.34,228.28,945,228.33,"2024-07-09T19:38:00Z",82529,228.314487
228.245,228.305,228.23,886,228.305,"2024-07-09T19:39:00Z",84405,228.263497
228.33,228.35,228.24,1014,228.25,"2024-07-09T19:40:00Z",58642,228.290407
228.34,228.34,228.3,924,228.3273,"2024-07-09T19:41:00Z",62158,228.324836
228.38,228.39,228.331,1403,228.345,"2024-07-09T19:42:00Z",193452,228.374841
228.384,228.41,228.34,1079,228.38,"2024-07-09T19:43:00Z",129061,228.386579
228.365,228.39,228.3,884,228.385,"2024-07-09T19:44:00Z",68479,228.352907
228.3074,228.38,228.27,1120,228.365,"2024-07-09T19:45:00Z",99485,228.337993
228.33,228.35,228.29,853,228.3022,"2024-07-09T19:46:00Z",58975,228.317411
228.445,228.46,228.34,1261,228.34,"2024-07-09T19:47:00Z",142198,228.413984
228.455,228.48,228.39,1209,228.445,"2024-07-09T19:48:00Z",129689,228.441691
228.48,228.49,228.44,1497,228.4514,"2024-07-09T19:49:00Z",178161,228.47751
228.475,228.545,228.44,1810,228.47,"2024-07-09T19:50:00Z",196907,228.487851
228.41,228.53,228.39,1633,228.475,"2024-07-09T19:51:00Z",145335,228.471009
228.5101,228.58,228.415,1652,228.415,"2024-07-09T19:52:00Z",141886,228.522826
228.62,228.71,228.51,2022,228.51,"2024-07-09T19:53:00Z",198184,228.608931
228.485,228.6455,228.44,2327,228.62,"2024-07-09T19:54:00Z",207246,228.559355
228.54,228.645,228.39,2832,228.49,"2024-07-09T19:55:00Z",273194,228.552462
228.575,228.64,228.51,2448,228.53,"2024-07-09T19:56:00Z",272632,228.579364
228.76,228.78,228.57,3054,228.575,"2024-07-09T19:57:00Z",282942,228.693856
228.755,228.78,228.705,2928,228.76,"2024-07-09T19:58:00Z",292112,228.737692
228.7,228.76,228.57,6371,228.76,"2024-07-09T19:59:00Z",655605,228.659864
228.71,228.77,228.6786,280,228.68,"2024-07-09T20:00:00Z",5700482,228.680073
228.74,228.74,228.72,57,228.72,"2024-07-09T20:01:00Z",55944,228.725556
228.68,228.7,228.68,103,228.7,"2024-07-09T20:02:00Z",136205,228.695784
228.68,228.69,228.68,61,228.68,"2024-07-09T20:03:00Z",148263,228.681209
228.68,228.69,228.68,56,228.69,"2024-07-09T20:04:00Z",2200,228.681535
228.69,228.69,228.68,46,228.69,"2024-07-09T20:05:00Z",5442,228.680976
228.69,228.69,228.68,67,228.68,"2024-07-09T20:06:00Z",3789,228.681765
228.68,228.68,228.68,42,228.68,"2024-07-09T20:07:00Z",11107,228.68
228.68,228.69,228.68,54,228.68,"2024-07-09T20:08:00Z",457042,228.680008
228.68,228.68,228.68,37,228.68,"2024-07-09T20:09:00Z",354,228.68
228.69,228.69,228.69,46,228.69,"2024-07-09T20:10:00Z",638,228.69
228.7,228.7,228.7,28,228.7,"2024-07-09T20:11:00Z",240,228.7
228.7,228.7,228.7,34,228.7,"2024-07-09T20:12:00Z",345,228.7
228.71,228.71,228.69,30,228.69,"2024-07-09T20:13:00Z",637,228.703449
228.72,228.72,228.71,32,228.71,"2024-07-09T20:14:00Z",385,228.714505
228.72,228.72,228.72,47,228.72,"2024-07-09T20:15:00Z",718,228.72
228.7,228.7,228.7,40,228.7,"2024-07-09T20:16:00Z",441,228.7
228.71,228.71,228.7,37,228.7,"2024-07-09T20:17:00Z",725,228.703211
228.7,228.71,228.7,42,228.7,"2024-07-09T20:18:00Z",1840,228.701919
228.69,228.69,228.69,27,228.69,"2024-07-09T20:19:00Z",1367,228.69
228.7,228.7,228.7,37,228.7,"2024-07-09T20:20:00Z",433,228.7
228.68,228.7,228.68,39,228.7,"2024-07-09T20:22:00Z",1441,228.689091
228.74,228.74,228.7,68,228.7,"2024-07-09T20:23:00Z",5458,228.720495
228.71,228.74,228.71,45,228.74,"2024-07-09T20:24:00Z",842,228.716
228.7393,228.7393,228.7393,23,228.7393,"2024-07-09T20:25:00Z",404,228.7393
228.73,228.74,228.72,45,228.73,"2024-07-09T20:26:00Z",1384,228.726921
228.73,228.74,228.73,35,228.74,"2024-07-09T20:27:00Z",894,228.737143
228.78,228.78,228.75,51,228.75,"2024-07-09T20:28:00Z",775,228.76
228.7,228.78,228.7,66,228.78,"2024-07-09T20:29:00Z",7890,228.742603
228.69,228.69,228.68,54,228.69,"2024-07-09T20:30:00Z",6976,228.681762
228.75,228.75,228.69,24,228.69,"2024-07-09T20:31:00Z",333,228.713333
228.75,228.75,228.71,34,228.75,"2024-07-09T20:32:00Z",1059,228.72875
228.75,228.75,228.75,22,228.75,"2024-07-09T20:33:00Z",1140,228.75
228.69,228.7,228.69,39,228.7,"2024-07-09T20:34:00Z",887,228.695406
228.68,228.73,228.68,31,228.73,"2024-07-09T20:37:00Z",481,228.693928
228.68,228.68,228.68,31,228.68,"2024-07-09T20:38:00Z",158,228.68
228.7265,228.7265,228.7265,48,228.7265,"2024-07-09T20:39:00Z",377,228.7265
228.68,228.73,228.68,34,228.73,"2024-07-09T20:41:00Z",1315,228.720333
228.71,228.71,228.71,25,228.71,"2024-07-09T20:42:00Z",534,228.71
228.7,228.7,228.7,33,228.7,"2024-07-09T20:43:00Z",549,228.7
228.68,228.7,228.68,37,228.7,"2024-07-09T20:44:00Z",1635,228.686397
228.68,228.68,228.68,38,228.68,"2024-07-09T20:45:00Z",422,228.68
228.7,228.7,228.69,35,228.69,"2024-07-09T20:46:00Z",2604,228.697083
228.72,228.72,228.72,25,228.72,"2024-07-09T20:47:00Z",556,228.72
228.71,228.71,228.71,30,228.71,"2024-07-09T20:49:00Z",664,228.71
228.71,228.71,228.71,38,228.71,"2024-07-09T20:50:00Z",594,228.71
228.68,228.71,228.68,27,228.71,"2024-07-09T20:51:00Z",5656,228.682205
228.7,228.7,228.7,34,228.7,"2024-07-09T20:52:00Z",1399,228.7
228.68,228.68,228.68,31,228.68,"2024-07-09T20:53:00Z",62608,228.68
228.7098,228.7098,228.7098,28,228.7098,"2024-07-09T20:54:00Z",263,228.7098
228.67,228.7,228.67,70,228.7,"2024-07-09T20:55:00Z",2854,228.694902
228.67,228.67,228.67,40,228.67,"2024-07-09T20:56:00Z",659,228.67
228.63,228.64,228.63,30,228.64,"2024-07-09T20:57:00Z",1039,228.635814
228.62,228.64,228.62,41,228.64,"2024-07-09T20:58:00Z",671,228.635074
228.6197,228.6197,228.6196,31,228.6196,"2024-07-09T21:00:00Z",712,228.619677
228.61,228.61,228.6,34,228.6,"2024-07-09T21:01:00Z",580,228.607161
228.6,228.61,228.6,39,228.61,"2024-07-09T21:02:00Z",852,228.603414
228.52,228.53,228.52,31,228.53,"2024-07-09T21:03:00Z",1932,228.524444
228.5,228.53,228.42,83,228.53,"2024-07-09T21:04:00Z",4261,228.517669
228.5,228.5,228.5,29,228.5,"2024-07-09T21:05:00Z",796,228.5
228.5,228.5,228.5,26,228.5,"2024-07-09T21:06:00Z",232,228.5
228.52,228.52,228.52,26,228.52,"2024-07-09T21:07:00Z",148,228.52
228.481,228.53,228.481,36,228.52,"2024-07-09T21:08:00Z",2183,228.518433
228.53,228.53,228.53,28,228.53,"2024-07-09T21:09:00Z",508,228.53
228.55,228.55,228.55,33,228.55,"2024-07-09T21:11:00Z",335,228.55
228.6,228.6,228.6,28,228.6,"2024-07-09T21:18:00Z",350,228.6
228.58,228.58,228.58,33,228.58,"2024-07-09T21:19:00Z",396,228.58
228.6,228.6,228.56,42,228.5612,"2024-07-09T21:21:00Z",1174,228.588191
228.6,228.6,228.6,27,228.6,"2024-07-09T21:22:00Z",273,228.6
228.5857,228.64,228.58,33,228.6181,"2024-07-09T21:23:00Z",2716,228.623959
228.64,228.65,228.64,23,228.65,"2024-07-09T21:24:00Z",1022,228.645
228.5813,228.5813,228.5813,20,228.5813,"2024-07-09T21:25:00Z",538,228.5813
228.5883,228.5883,228.587,25,228.587,"2024-07-09T21:28:00Z",281,228.587596
228.6,228.6,228.6,33,228.6,"2024-07-09T21:29:00Z",1140,228.6
228.68,228.68,228.66,51,228.66,"2024-07-09T21:31:00Z",2411,228.676429
228.68,228.68,228.67,48,228.67,"2024-07-09T21:34:00Z",1005,228.67875
228.6993,228.6993,228.6993,22,228.6993,"2024-07-09T21:35:00Z",1074,228.6993
228.71,228.71,228.68,45,228.68,"2024-07-09T21:36:00Z",4576,228.682863
228.68,228.69,228.68,29,228.69,"2024-07-09T21:37:00Z",374,228.683521
228.73,228.73,228.72,41,228.73,"2024-07-09T21:38:00Z",572,228.726431
228.7209,228.7209,228.7209,26,228.7209,"2024-07-09T21:41:00Z",208,228.7209
228.69,228.69,228.69,53,228.69,"2024-07-09T21:43:00Z",687,228.69
228.68,228.68,228.68,25,228.68,"2024-07-09T21:47:00Z",378,228.68
228.67,228.67,228.67,27,228.67,"2024-07-09T21:52:00Z",499,228.67
228.65,228.67,228.65,39,228.67,"2024-07-09T21:54:00Z",553,228.660909
228.64,228.64,228.64,31,228.64,"2024-07-09T21:55:00Z",293,228.64
228.64,228.64,228.6301,27,228.6301,"2024-07-09T21:56:00Z",1817,228.635035
228.62,228.68,228.62,34,228.66,"2024-07-09T21:57:00Z",2722,228.65095
228.68,228.68,228.68,23,228.68,"2024-07-09T21:58:00Z",273,228.68
228.68,228.68,228.68,22,228.68,"2024-07-09T21:59:00Z",476,228.68
228.68,228.68,228.68,38,228.68,"2024-07-09T22:00:00Z",850,228.68
228.66,228.66,228.66,33,228.66,"2024-07-09T22:02:00Z",921,228.66
228.72,228.72,228.6285,22,228.6285,"2024-07-09T22:04:00Z",740,228.70475
228.73,228.73,228.72,40,228.72,"2024-07-09T22:05:00Z",853,228.725
228.7,228.7,228.7,23,228.7,"2024-07-09T22:06:00Z",323,228.7
228.74,228.74,228.7,40,228.7,"2024-07-09T22:07:00Z",1461,228.719454
228.68,228.73,228.68,36,228.73,"2024-07-09T22:08:00Z",701,228.7175
228.7,228.7,228.7,31,228.7,"2024-07-09T22:09:00Z",1793,228.7
228.73,228.73,228.73,32,228.73,"2024-07-09T22:10:00Z",494,228.73
