"c","h","l","n","o","t","v","vw"
194.2,194.33,194.14,223,194.33,"2024-06-07T12:41:00Z",23691,194.216131
194,194.25,193.98,367,194.159,"2024-06-07T12:42:00Z",30078,194.155363
193.75,194,193.66,280,193.95,"2024-06-07T12:43:00Z",23826,193.84419
193.85,193.85,193.7,183,193.8,"2024-06-07T12:44:00Z",17281,193.803231
193.87,193.9,193.7079,156,193.8,"2024-06-07T12:45:00Z",15312,193.808939
193.5012,193.87,193.5,249,193.87,"2024-06-07T12:46:00Z",23650,193.643378
193.8,193.82,193.47,286,193.5,"2024-06-07T12:47:00Z",25665,193.598112
193.5,193.85,193.45,283,193.85,"2024-06-07T12:48:00Z",23214,193.586909
193.74,193.84,193.4988,206,193.5,"2024-06-07T12:49:00Z",11240,193.642625
193.7,193.8,193.65,179,193.7,"2024-06-07T12:50:00Z",19480,193.712906
193.65,193.75,193.6,163,193.75,"2024-06-07T12:51:00Z",15605,193.699473
193.79,193.8,193.6,127,193.7,"2024-06-07T12:52:00Z",7821,193.7303
193.72,193.8,193.65,150,193.75,"2024-06-07T12:53:00Z",11997,193.722405
193.6,193.8,193.6,129,193.7956,"2024-06-07T12:54:00Z",4235,193.663519
193.63,193.69,193.45,205,193.52,"2024-06-07T12:55:00Z",21848,193.604738
193.8,193.8,193.63,104,193.63,"2024-06-07T12:56:00Z",13318,193.722025
193.69,193.8,193.66,269,193.8,"2024-06-07T12:57:00Z",20797,193.744642
193.68,193.75,193.68,77,193.75,"2024-06-07T12:58:00Z",6506,193.69825
193.72,193.72,193.58,96,193.67,"2024-06-07T12:59:00Z",8476,193.619729
193.71,193.71,193.6,125,193.65,"2024-06-07T13:00:00Z",5696,193.655803
193.68,193.7,193.66,66,193.66,"2024-06-07T13:01:00Z",2247,193.674828
193.8,193.85,193.63,134,193.65,"2024-06-07T13:02:00Z",4227,193.785286
193.67,193.74,193.67,79,193.74,"2024-06-07T13:03:00Z",10771,193.680784
193.89,193.95,193.7,108,193.7,"2024-06-07T13:04:00Z",4307,193.791259
193.97,193.99,193.85,153,193.89,"2024-06-07T13:05:00Z",11913,193.93158
194.08,194.08,193.93,134,193.97,"2024-06-07T13:06:00Z",6331,193.994449
194.15,194.24,194.04,177,194.12,"2024-06-07T13:07:00Z",10268,194.168365
194.14,194.14,194.14,70,194.14,"2024-06-07T13:08:00Z",1857,194.14
194.24,194.24,194.07,106,194.09,"2024-06-07T13:09:00Z",8084,194.176311
194.2,194.29,194.1541,89,194.29,"2024-06-07T13:10:00Z",4186,194.230208
194.28,194.28,194.15,167,194.19,"2024-06-07T13:11:00Z",7322,194.184465
194.2,194.3,194.2,85,194.25,"2024-06-07T13:12:00Z",8046,194.258688
194.25,194.25,194.23,54,194.23,"2024-06-07T13:13:00Z",2403,194.248395
194.27,194.27,194.27,36,194.27,"2024-06-07T13:14:00Z",574,194.27
194.1517,194.23,194.1517,57,194.22,"2024-06-07T13:15:00Z",2400,194.206669
194.2,194.2,194.17,55,194.17,"2024-06-07T13:16:00Z",2476,194.188242
194.3,194.3499,194.27,71,194.29,"2024-06-07T13:17:00Z",3562,194.308188
194.4,194.4,194.3,78,194.3,"2024-06-07T13:18:00Z",7989,194.350705
194.4,194.4,194.37,75,194.39,"2024-06-07T13:19:00Z",7390,194.39275
194.3885,194.39,194.35,54,194.37,"2024-06-07T13:20:00Z",5279,194.357532
194.38,194.38,194.34,66,194.35,"2024-06-07T13:21:00Z",3549,194.369978
194.36,194.36,194.33,80,194.36,"2024-06-07T13:22:00Z",3250,194.34455
194.36,194.36,194.33,93,194.36,"2024-06-07T13:23:00Z",4735,194.345
194.31,194.33,194.31,71,194.33,"2024-06-07T13:24:00Z",2249,194.325444
194.33,194.4,194.33,62,194.33,"2024-06-07T13:25:00Z",4765,194.357172
194.34,194.3892,194.2055,84,194.36,"2024-06-07T13:26:00Z",8612,194.311762
194.75,195,194.32,364,194.32,"2024-06-07T13:27:00Z",28931,194.549578
194.75,194.8245,194.6,173,194.69,"2024-06-07T13:28:00Z",10543,194.701258
194.9082,194.9082,194.52,206,194.7,"2024-06-07T13:29:00Z",21030,194.745113
195.52,195.55,194.55,13824,194.65,"2024-06-07T13:30:00Z",1458615,195.001314
195.66,195.75,195.3205,3095,195.54,"2024-06-07T13:31:00Z",308436,195.519944
195.07,195.72,195.02,3741,195.6576,"2024-06-07T13:32:00Z",303092,195.470968
195.235,195.38,195.05,2540,195.08,"2024-06-07T13:33:00Z",238413,195.232305
194.9899,195.33,194.9,2788,195.2419,"2024-06-07T13:34:00Z",293336,195.119738
194.79,195.1,194.78,2864,194.99,"2024-06-07T13:35:00Z",240744,194.924872
194.67,194.957,194.53,2247,194.79,"2024-06-07T13:36:00Z",189697,194.675785
194.755,194.78,194.64,2587,194.68,"2024-06-07T13:37:00Z",246149,194.716687
194.58,194.89,194.58,1593,194.75,"2024-06-07T13:38:00Z",136767,194.747769
194.34,194.61,194.26,2499,194.6,"2024-06-07T13:39:00Z",170829,194.498284
194.2098,194.42,194.205,1711,194.3425,"2024-06-07T13:40:00Z",119316,194.311821
194.439,194.439,194.14,2262,194.2,"2024-06-07T13:41:00Z",193294,194.265848
194.485,194.57,194.36,1462,194.43,"2024-06-07T13:42:00Z",127063,194.459036
194.57,194.57,194.38,1421,194.48,"2024-06-07T13:43:00Z",123123,194.451811
194.595,194.66,194.52,1526,194.56,"2024-06-07T13:44:00Z",124267,194.577197
194.5391,194.595,194.44,1325,194.59,"2024-06-07T13:45:00Z",110918,194.516221
194.4457,194.59,194.44,1532,194.53,"2024-06-07T13:46:00Z",117782,194.503733
194.47,194.56,194.435,1470,194.445,"2024-06-07T13:47:00Z",107162,194.490172
194.63,194.7,194.46,1686,194.466,"2024-06-07T13:48:00Z",158130,194.580573
194.61,194.67,194.55,1624,194.64,"2024-06-07T13:49:00Z",141209,194.614703
194.66,194.71,194.62,1382,194.62,"2024-06-07T13:50:00Z",111220,194.660315
194.7,194.81,194.54,1557,194.67,"2024-06-07T13:51:00Z",127121,194.683393
194.5599,194.715,194.54,1442,194.7,"2024-06-07T13:52:00Z",116589,194.625521
194.59,194.6,194.49,1182,194.5401,"2024-06-07T13:53:00Z",94915,194.548469
194.5699,194.74,194.56,1271,194.59,"2024-06-07T13:54:00Z",88457,194.656585
194.54,194.63,194.469,1791,194.57,"2024-06-07T13:55:00Z",128770,194.534646
194.55,194.61,194.515,1138,194.54,"2024-06-07T13:56:00Z",88168,194.555851
194.5631,194.69,194.53,1143,194.54,"2024-06-07T13:57:00Z",97129,194.621984
194.58,194.6,194.5,1332,194.56,"2024-06-07T13:58:00Z",95992,194.544413
194.68,194.75,194.525,3077,194.59,"2024-06-07T13:59:00Z",250185,194.650046
194.85,194.899,194.58,1729,194.69,"2024-06-07T14:00:00Z",133322,194.74073
194.76,194.94,194.76,1480,194.85,"2024-06-07T14:01:00Z",120872,194.871951
194.7863,194.8,194.66,1442,194.76,"2024-06-07T14:02:00Z",119865,194.738812
194.6599,194.785,194.63,1259,194.785,"2024-06-07T14:03:00Z",99592,194.680616
194.805,194.82,194.65,1197,194.65,"2024-06-07T14:04:00Z",76750,194.723089
194.75,194.805,194.738,1112,194.8,"2024-06-07T14:05:00Z",74192,194.766851
194.87,194.88,194.755,1163,194.755,"2024-06-07T14:06:00Z",85766,194.815926
194.8952,194.9899,194.87,1549,194.875,"2024-06-07T14:07:00Z",133620,194.921341
194.94,194.95,194.89,1213,194.893,"2024-06-07T14:08:00Z",81427,194.914924
194.938,194.97,194.88,1298,194.95,"2024-06-07T14:09:00Z",68583,194.925282
194.787,194.93,194.74,1464,194.93,"2024-06-07T14:10:00Z",111112,194.826966
194.94,194.9585,194.76,1116,194.78,"2024-06-07T14:11:00Z",79644,194.873056
194.95,194.99,194.9,1203,194.945,"2024-06-07T14:12:00Z",90512,194.950045
195,195,194.91,2339,194.95,"2024-06-07T14:13:00Z",247394,194.979034
194.86,195.1,194.84,2295,195,"2024-06-07T14:14:00Z",227025,194.984728
194.955,195,194.835,1592,194.855,"2024-06-07T14:15:00Z",121486,194.934714
195.01,195.01,194.93,1443,194.955,"2024-06-07T14:16:00Z",108573,194.973966
195.09,195.12,195,1632,195.005,"2024-06-07T14:17:00Z",149364,195.056107
195.05,195.12,195.04,1300,195.085,"2024-06-07T14:18:00Z",102012,195.078233
194.9992,195.05,194.97,1123,195.05,"2024-06-07T14:19:00Z",99564,195.000109
194.94,195,194.92,1076,194.995,"2024-06-07T14:20:00Z",95948,194.95735
195.02,195.04,194.93,980,194.93,"2024-06-07T14:21:00Z",67396,194.981153
195.105,195.1099,195,919,195.025,"2024-06-07T14:22:00Z",77645,195.055215
195.08,195.19,195.0401,1197,195.11,"2024-06-07T14:23:00Z",107832,195.141854
195.1131,195.18,195.0799,922,195.08,"2024-06-07T14:24:00Z",77793,195.137493
195.015,195.115,195,858,195.115,"2024-06-07T14:25:00Z",72448,195.045168
194.91,195.02,194.91,1026,195.015,"2024-06-07T14:26:00Z",85247,194.957551
194.88,194.98,194.86,1320,194.92,"2024-06-07T14:27:00Z",123730,194.929207
194.84,194.95,194.83,956,194.87,"2024-06-07T14:28:00Z",61315,194.880031
194.805,194.8699,194.7501,1012,194.84,"2024-06-07T14:29:00Z",74639,194.811735
194.79,194.8399,194.785,1019,194.805,"2024-06-07T14:30:00Z",65385,194.810512
194.835,194.8559,194.76,866,194.79,"2024-06-07T14:31:00Z",67848,194.807383
194.865,194.87,194.74,881,194.8358,"2024-06-07T14:32:00Z",77637,194.796779
194.97,194.97,194.865,873,194.87,"2024-06-07T14:33:00Z",66974,194.916765
195.0299,195.05,194.96,1259,194.9658,"2024-06-07T14:34:00Z",135388,195.012118
195.2,195.26,195.025,1416,195.025,"2024-06-07T14:35:00Z",139039,195.157151
195.135,195.22,195.1,1123,195.2,"2024-06-07T14:36:00Z",101275,195.145986
195.2002,195.28,195.12,1309,195.14,"2024-06-07T14:37:00Z",101909,195.213348
195.162,195.3001,195.14,1223,195.2052,"2024-06-07T14:38:00Z",109933,195.242247
195.275,195.298,195.17,1092,195.17,"2024-06-07T14:39:00Z",67290,195.243763
195.42,195.47,195.27,1855,195.27,"2024-06-07T14:40:00Z",186887,195.396064
195.545,195.555,195.4,1379,195.41,"2024-06-07T14:41:00Z",110052,195.473233
195.7188,195.7199,195.54,1418,195.545,"2024-06-07T14:42:00Z",130328,195.640828
195.635,195.74,195.625,1404,195.71,"2024-06-07T14:43:00Z",143586,195.676849
195.605,195.67,195.55,1470,195.635,"2024-06-07T14:44:00Z",119478,195.617225
195.7201,195.73,195.61,1192,195.61,"2024-06-07T14:45:00Z",142356,195.685916
195.78,195.8,195.7,1234,195.725,"2024-06-07T14:46:00Z",121684,195.758217
195.865,195.87,195.775,1365,195.775,"2024-06-07T14:47:00Z",133120,195.820979
195.92,195.97,195.86,1586,195.87,"2024-06-07T14:48:00Z",220601,195.934841
195.785,195.97,195.78,1409,195.93,"2024-06-07T14:49:00Z",112540,195.884769
195.825,195.845,195.78,1597,195.78,"2024-06-07T14:50:00Z",168687,195.81661
195.81,195.85,195.76,1086,195.83,"2024-06-07T14:51:00Z",95673,195.799907
195.735,195.86,195.71,1269,195.82,"2024-06-07T14:52:00Z",105552,195.780139
195.775,195.79,195.72,794,195.73,"2024-06-07T14:53:00Z",65197,195.776192
195.8476,195.88,195.78,972,195.78,"2024-06-07T14:54:00Z",88112,195.835966
195.82,195.8499,195.785,921,195.84,"2024-06-07T14:55:00Z",238335,195.818986
195.72,195.81,195.66,1357,195.81,"2024-06-07T14:56:00Z",121797,195.712027
195.61,195.73,195.57,1250,195.72,"2024-06-07T14:57:00Z",99716,195.63954
195.58,195.615,195.5341,940,195.615,"2024-06-07T14:58:00Z",70166,195.563719
195.63,195.64,195.545,888,195.58,"2024-06-07T14:59:00Z",66640,195.579021
195.3812,195.64,195.33,1644,195.64,"2024-06-07T15:00:00Z",136958,195.482616
195.3499,195.42,195.3199,1067,195.38,"2024-06-07T15:01:00Z",100730,195.359375
195.36,195.41,195.3301,785,195.35,"2024-06-07T15:02:00Z",58127,195.369469
195.27,195.4,195.27,967,195.365,"2024-06-07T15:03:00Z",89110,195.340541
195.23,195.28,195.17,1175,195.275,"2024-06-07T15:04:00Z",96161,195.229287
195.24,195.28,195.185,899,195.22,"2024-06-07T15:05:00Z",65505,195.2394
195.13,195.235,195.05,1259,195.23,"2024-06-07T15:06:00Z",148835,195.116694
194.97,195.15,194.95,1395,195.13,"2024-06-07T15:07:00Z",93854,195.034481
195.145,195.15,194.91,1373,194.97,"2024-06-07T15:08:00Z",140702,195.043776
195.16,195.19,195.14,984,195.145,"2024-06-07T15:09:00Z",334184,195.151346
195.06,195.1699,195.04,1207,195.16,"2024-06-07T15:10:00Z",110423,195.102998
195.12,195.135,195.04,929,195.06,"2024-06-07T15:11:00Z",87954,195.085468
195.16,195.19,195.09,997,195.12,"2024-06-07T15:12:00Z",114337,195.149889
195.17,195.19,195.14,705,195.155,"2024-06-07T15:13:00Z",47019,195.162228
195.27,195.29,195.165,1089,195.18,"2024-06-07T15:14:00Z",77095,195.219768
195.23,195.29,195.2,977,195.2601,"2024-06-07T15:15:00Z",68698,195.242554
195.2,195.24,195.17,762,195.24,"2024-06-07T15:16:00Z",52722,195.206899
195.215,195.2378,195.1843,704,195.205,"2024-06-07T15:17:00Z",47133,195.207246
195.21,195.23,195.18,766,195.22,"2024-06-07T15:18:00Z",49634,195.205572
195.175,195.23,195.1748,768,195.2,"2024-06-07T15:19:00Z",69768,195.206247
195.0952,195.1777,195.07,1257,195.1777,"2024-06-07T15:20:00Z",108735,195.121331
195.115,195.13,195.075,909,195.09,"2024-06-07T15:21:00Z",85036,195.100815
195.135,195.175,195.11,712,195.11,"2024-06-07T15:22:00Z",67169,195.140193
195.22,195.22,195.105,737,195.13,"2024-06-07T15:23:00Z",61687,195.189671
195.2779,195.2779,195.21,779,195.22,"2024-06-07T15:24:00Z",53815,195.231406
195.43,195.44,195.275,1223,195.28,"2024-06-07T15:25:00Z",120556,195.379459
195.51,195.53,195.425,1274,195.43,"2024-06-07T15:26:00Z",112675,195.491934
195.46,195.52,195.45,979,195.52,"2024-06-07T15:27:00Z",83589,195.488119
195.43,195.5,195.4,1210,195.46,"2024-06-07T15:28:00Z",203566,195.433777
195.62,195.63,195.42,1174,195.43,"2024-06-07T15:29:00Z",119778,195.535164
195.68,195.7,195.6,1372,195.625,"2024-06-07T15:30:00Z",137883,195.636639
195.755,195.77,195.6753,1307,195.6753,"2024-06-07T15:31:00Z",117878,195.728544
195.8286,195.85,195.755,1104,195.76,"2024-06-07T15:32:00Z",72187,195.808737
195.875,195.91,195.825,1421,195.825,"2024-06-07T15:33:00Z",140778,195.873926
195.885,195.92,195.87,1109,195.88,"2024-06-07T15:34:00Z",105641,195.892978
195.79,195.9,195.76,1256,195.89,"2024-06-07T15:35:00Z",124624,195.832105
195.79,195.8399,195.73,1137,195.8,"2024-06-07T15:36:00Z",103189,195.776185
195.72,195.8,195.7,1066,195.7901,"2024-06-07T15:37:00Z",73269,195.751139
195.785,195.79,195.7205,731,195.7237,"2024-06-07T15:38:00Z",53940,195.753621
195.84,195.84,195.78,1058,195.785,"2024-06-07T15:39:00Z",108234,195.809845
195.915,195.92,195.83,1025,195.84,"2024-06-07T15:40:00Z",112850,195.903405
195.87,195.92,195.835,1387,195.915,"2024-06-07T15:41:00Z",125315,195.881517
195.7786,195.885,195.76,1017,195.87,"2024-06-07T15:42:00Z",74853,195.806765
195.765,195.775,195.69,1240,195.775,"2024-06-07T15:43:00Z",107975,195.732854
195.7601,195.78,195.685,814,195.7678,"2024-06-07T15:44:00Z",76356,195.740252
195.7572,195.78,195.75,748,195.76,"2024-06-07T15:45:00Z",57209,195.759906
195.87,195.88,195.755,881,195.76,"2024-06-07T15:46:00Z",91033,195.797061
195.845,195.87,195.815,782,195.8699,"2024-06-07T15:47:00Z",53853,195.845165
195.9277,195.94,195.83,1066,195.858,"2024-06-07T15:48:00Z",110281,195.902442
195.81,195.928,195.81,1272,195.925,"2024-06-07T15:49:00Z",99984,195.875975
195.805,195.82,195.79,827,195.81,"2024-06-07T15:50:00Z",67396,195.80689
195.825,195.88,195.785,1048,195.81,"2024-06-07T15:51:00Z",99138,195.840497
195.784,195.835,195.78,802,195.825,"2024-06-07T15:52:00Z",71445,195.813177
195.775,195.82,195.71,1248,195.7899,"2024-06-07T15:53:00Z",1689744,195.754747
195.82,195.84,195.775,1011,195.775,"2024-06-07T15:54:00Z",119811,195.80673
195.88,195.88,195.79,656,195.82,"2024-06-07T15:55:00Z",59869,195.823897
195.9199,195.9399,195.88,772,195.88,"2024-06-07T15:56:00Z",125125,195.901088
195.9,195.94,195.89,957,195.91,"2024-06-07T15:57:00Z",99220,195.91668
195.89,195.91,195.875,709,195.8935,"2024-06-07T15:58:00Z",62781,195.894173
195.85,195.94,195.85,897,195.8801,"2024-06-07T15:59:00Z",72295,195.895704
195.905,195.93,195.84,720,195.86,"2024-06-07T16:00:00Z",57551,195.87828
195.8175,195.9,195.8175,806,195.9,"2024-06-07T16:01:00Z",52697,195.865131
195.84,195.841,195.79,774,195.8188,"2024-06-07T16:02:00Z",75042,195.819379
195.865,195.88,195.83,619,195.84,"2024-06-07T16:03:00Z",58886,195.850173
195.875,195.91,195.85,689,195.865,"2024-06-07T16:04:00Z",48004,195.875686
195.8614,195.9,195.8152,851,195.875,"2024-06-07T16:05:00Z",67854,195.854991
195.98,195.98,195.86,963,195.865,"2024-06-07T16:06:00Z",105816,195.931021
196.005,196.05,195.9722,2823,195.9722,"2024-06-07T16:07:00Z",307930,196.006674
196.151,196.185,196,1684,196.005,"2024-06-07T16:08:00Z",158131,196.103095
196.0905,196.16,196.0501,1059,196.16,"2024-06-07T16:09:00Z",97192,196.105397
196.04,196.11,196.025,937,196.098,"2024-06-07T16:10:00Z",71356,196.082603
196.015,196.0499,196,747,196.045,"2024-06-07T16:11:00Z",60831,196.020117
196.04,196.06,196.015,686,196.0164,"2024-06-07T16:12:00Z",44402,196.044485
195.995,196.09,195.995,900,196.04,"2024-06-07T16:13:00Z",78944,196.039697
195.83,195.995,195.81,930,195.995,"2024-06-07T16:14:00Z",103342,195.907794
195.815,195.865,195.815,722,195.835,"2024-06-07T16:15:00Z",54192,195.843006
195.725,195.82,195.72,884,195.8162,"2024-06-07T16:16:00Z",83253,195.762934
195.68,195.74,195.67,839,195.73,"2024-06-07T16:17:00Z",66037,195.703659
195.65,195.6801,195.63,923,195.675,"2024-06-07T16:18:00Z",69196,195.64921
195.675,195.68,195.64,649,195.6555,"2024-06-07T16:19:00Z",42483,195.66218
195.65,195.67,195.64,611,195.67,"2024-06-07T16:20:00Z",41980,195.649879
195.675,195.7,195.63,967,195.645,"2024-06-07T16:21:00Z",316740,195.676667
195.7365,195.74,195.675,800,195.675,"2024-06-07T16:22:00Z",85210,195.706047
195.895,195.9,195.7101,1195,195.7381,"2024-06-07T16:23:00Z",302481,195.843456
195.96,195.96,195.84,1026,195.89,"2024-06-07T16:24:00Z",106281,195.889279
195.935,195.99,195.93,974,195.96,"2024-06-07T16:25:00Z",114733,195.957878
195.8199,195.935,195.79,912,195.93,"2024-06-07T16:26:00Z",85333,195.840867
195.82,195.83,195.785,882,195.81,"2024-06-07T16:27:00Z",76514,195.80751
195.83,195.8606,195.77,786,195.815,"2024-06-07T16:28:00Z",63616,195.815144
195.955,195.97,195.825,791,195.8318,"2024-06-07T16:29:00Z",65010,195.908218
196.115,196.12,195.96,1500,195.96,"2024-06-07T16:30:00Z",130175,196.050738
196.105,196.14,196.08,1026,196.12,"2024-06-07T16:31:00Z",86386,196.107154
196.095,196.125,196.05,781,196.1,"2024-06-07T16:32:00Z",58828,196.099713
196.13,196.15,196.0807,826,196.09,"2024-06-07T16:33:00Z",85821,196.123576
196.075,196.13,196.06,823,196.12,"2024-06-07T16:34:00Z",75205,196.083716
196.085,196.11,196.03,856,196.07,"2024-06-07T16:35:00Z",63222,196.064221
196.05,196.0899,196.04,762,196.075,"2024-06-07T16:36:00Z",55370,196.057545
195.985,196.055,195.985,893,196.045,"2024-06-07T16:37:00Z",76922,196.018643
196,196.005,195.93,832,195.9824,"2024-06-07T16:38:00Z",73214,195.966175
195.91,196.005,195.89,1136,196,"2024-06-07T16:39:00Z",118633,195.929336
195.885,195.92,195.88,830,195.905,"2024-06-07T16:40:00Z",80439,195.899396
195.795,195.885,195.79,898,195.885,"2024-06-07T16:41:00Z",84202,195.837382
195.86,195.87,195.79,776,195.795,"2024-06-07T16:42:00Z",72242,195.825619
195.835,195.87,195.82,753,195.845,"2024-06-07T16:43:00Z",70822,195.84166
195.83,195.89,195.82,711,195.8376,"2024-06-07T16:44:00Z",59060,195.851467
195.88,195.91,195.8317,690,195.835,"2024-06-07T16:45:00Z",46956,195.870754
195.8,195.9,195.8,763,195.88,"2024-06-07T16:46:00Z",63579,195.824867
195.755,195.81,195.71,1040,195.8,"2024-06-07T16:47:00Z",77635,195.748818
195.74,195.795,195.7223,696,195.7545,"2024-06-07T16:48:00Z",51097,195.751235
195.84,195.84,195.73,641,195.74,"2024-06-07T16:49:00Z",43057,195.789595
195.975,195.9899,195.83,911,195.83,"2024-06-07T16:50:00Z",65744,195.943942
195.94,195.98,195.91,723,195.98,"2024-06-07T16:51:00Z",36457,195.940663
196.0363,196.05,195.91,833,195.935,"2024-06-07T16:52:00Z",74625,195.987508
196.01,196.09,196.01,714,196.035,"2024-06-07T16:53:00Z",58219,196.049884
196.12,196.12,196.015,760,196.015,"2024-06-07T16:54:00Z",63170,196.078332
196.27,196.275,196.115,1665,196.12,"2024-06-07T16:55:00Z",158167,196.189418
196.395,196.41,196.2623,1751,196.265,"2024-06-07T16:56:00Z",162383,196.334993
196.385,196.41,196.34,1364,196.3953,"2024-06-07T16:57:00Z",137606,196.385696
196.28,196.395,196.265,986,196.395,"2024-06-07T16:58:00Z",78748,196.307547
196.32,196.33,196.23,730,196.2701,"2024-06-07T16:59:00Z",52488,196.268938
196.26,196.325,196.22,716,196.32,"2024-06-07T17:00:00Z",47734,196.26107
196.24,196.3,196.12,1313,196.2548,"2024-06-07T17:01:00Z",122036,196.208202
196.235,196.295,196.2,844,196.24,"2024-06-07T17:02:00Z",64695,196.236112
196.28,196.34,196.235,823,196.235,"2024-06-07T17:03:00Z",62226,196.303283
196.25,196.29,196.24,584,196.2877,"2024-06-07T17:04:00Z",46335,196.264559
196.215,196.27,196.19,743,196.2542,"2024-06-07T17:05:00Z",63938,196.227653
196.17,196.21,196.09,714,196.21,"2024-06-07T17:06:00Z",61147,196.137231
196.165,196.175,196.16,631,196.16,"2024-06-07T17:07:00Z",39498,196.163385
196.16,196.18,196.16,789,196.1603,"2024-06-07T17:08:00Z",55436,196.165618
196.09,196.17,196.09,1351,196.16,"2024-06-07T17:09:00Z",125994,196.147415
196.17,196.175,195.96,1460,196.095,"2024-06-07T17:10:00Z",193351,196.05316
196.19,196.23,196.15,948,196.16,"2024-06-07T17:11:00Z",81684,196.189015
196.23,196.27,196.2,863,196.205,"2024-06-07T17:12:00Z",77476,196.233951
196.29,196.3,196.24,954,196.245,"2024-06-07T17:13:00Z",71509,196.278385
196.265,196.31,196.26,956,196.29,"2024-06-07T17:14:00Z",72159,196.290699
196.3,196.305,196.25,695,196.26,"2024-06-07T17:15:00Z",50884,196.276646
196.278,196.31,196.26,525,196.295,"2024-06-07T17:16:00Z",32414,196.283151
196.2101,196.28,196.2,681,196.27,"2024-06-07T17:17:00Z",42415,196.246182
196.1926,196.26,196.18,672,196.21,"2024-06-07T17:18:00Z",51997,196.221669
196.235,196.25,196.14,863,196.2,"2024-06-07T17:19:00Z",61073,196.197999
196.265,196.265,196.225,728,196.235,"2024-06-07T17:20:00Z",62949,196.247138
196.305,196.3172,196.27,791,196.27,"2024-06-07T17:21:00Z",66910,196.292902
196.33,196.36,196.28,797,196.3001,"2024-06-07T17:22:00Z",74744,196.304045
196.42,196.43,196.31,1195,196.34,"2024-06-07T17:23:00Z",109108,196.390872
196.47,196.47,196.39,1214,196.4227,"2024-06-07T17:24:00Z",102985,196.432765
196.44,196.49,196.43,957,196.4699,"2024-06-07T17:25:00Z",81050,196.459136
196.41,196.45,196.38,1076,196.45,"2024-06-07T17:26:00Z",107707,196.425403
196.42,196.43,196.32,893,196.4,"2024-06-07T17:27:00Z",62947,196.379017
196.385,196.42,196.3497,686,196.42,"2024-06-07T17:28:00Z",44051,196.380511
196.36,196.385,196.32,673,196.38,"2024-06-07T17:29:00Z",55817,196.360776
196.3654,196.375,196.34,933,196.36,"2024-06-07T17:30:00Z",56462,196.35518
196.425,196.43,196.335,931,196.36,"2024-06-07T17:31:00Z",61540,196.362471
196.4001,196.43,196.375,879,196.418,"2024-06-07T17:32:00Z",69987,196.403526
196.3899,196.4099,196.37,734,196.4099,"2024-06-07T17:33:00Z",53157,196.385418
196.4101,196.42,196.38,722,196.38,"2024-06-07T17:34:00Z",58810,196.399625
196.39,196.42,196.36,803,196.415,"2024-06-07T17:35:00Z",51523,196.382924
196.395,196.415,196.375,653,196.38,"2024-06-07T17:36:00Z",47387,196.394447
196.32,196.4,196.3,989,196.4,"2024-06-07T17:37:00Z",76546,196.350967
196.33,196.33,196.25,845,196.325,"2024-06-07T17:38:00Z",68815,196.293262
196.36,196.37,196.31,664,196.325,"2024-06-07T17:39:00Z",57404,196.341208
196.265,196.355,196.26,693,196.355,"2024-06-07T17:40:00Z",51026,196.311687
196.25,196.3,196.24,800,196.26,"2024-06-07T17:41:00Z",68771,196.260266
196.22,196.3,196.21,862,196.2558,"2024-06-07T17:42:00Z",72063,196.250512
196.25,196.25,196.175,722,196.21,"2024-06-07T17:43:00Z",50928,196.216493
196.26,196.29,196.25,524,196.2599,"2024-06-07T17:44:00Z",40164,196.269939
196.19,196.28,196.17,854,196.2636,"2024-06-07T17:45:00Z",63961,196.225069
196.245,196.26,196.175,1082,196.19,"2024-06-07T17:46:00Z",107881,196.218318
196.31,196.31,196.24,663,196.245,"2024-06-07T17:47:00Z",46053,196.272017
196.2995,196.3,196.26,673,196.3,"2024-06-07T17:48:00Z",38713,196.280927
196.2545,196.2977,196.2545,562,196.2977,"2024-06-07T17:49:00Z",42198,196.27942
196.2447,196.275,196.23,653,196.255,"2024-06-07T17:50:00Z",47319,196.259174
196.3274,196.33,196.2301,770,196.245,"2024-06-07T17:51:00Z",78002,196.296005
196.375,196.3799,196.3201,651,196.3201,"2024-06-07T17:52:00Z",57500,196.347858
196.39,196.4,196.365,867,196.375,"2024-06-07T17:53:00Z",86789,196.383573
196.3502,196.39,196.3502,711,196.385,"2024-06-07T17:54:00Z",56778,196.368247
196.361,196.365,196.34,694,196.35,"2024-06-07T17:55:00Z",51325,196.349407
196.435,196.44,196.365,766,196.3675,"2024-06-07T17:56:00Z",70892,196.414808
196.475,196.49,196.4301,994,196.44,"2024-06-07T17:57:00Z",94322,196.470669
196.55,196.58,196.4727,2368,196.4727,"2024-06-07T17:58:00Z",242902,196.520515
196.505,196.56,196.49,1213,196.55,"2024-06-07T17:59:00Z",145269,196.531099
196.35,196.52,196.345,2496,196.5,"2024-06-07T18:00:00Z",240291,196.468787
196.3497,196.39,196.29,2186,196.36,"2024-06-07T18:01:00Z",205434,196.333932
196.35,196.4085,196.31,1321,196.35,"2024-06-07T18:02:00Z",120443,196.350099
196.37,196.375,196.335,983,196.34,"2024-06-07T18:03:00Z",80702,196.36018
196.3379,196.45,196.33,1398,196.38,"2024-06-07T18:04:00Z",142488,196.380434
196.2,196.4,196.2,2336,196.34,"2024-06-07T18:05:00Z",243514,196.285149
196.2003,196.26,196.19,1441,196.2,"2024-06-07T18:06:00Z",126023,196.212823
