"c","h","l","n","o","t","v","vw"
192.77,193.14,192.45,210,192.45,"2024-06-03T08:00:00Z",3376,192.924133
192.69,192.69,192.69,74,192.69,"2024-06-03T08:01:00Z",1028,192.69
192.7,192.7,192.68,142,192.68,"2024-06-03T08:02:00Z",6174,192.69586
192.74,192.78,192.73,62,192.73,"2024-06-03T08:03:00Z",2982,192.758901
193,193,192.77,162,192.77,"2024-06-03T08:04:00Z",13024,192.836182
193.15,193.3,193.1,110,193.1,"2024-06-03T08:05:00Z",6049,193.264063
193.08,193.2,193.08,27,193.2,"2024-06-03T08:06:00Z",1651,193.14
193.09,193.1,193.09,13,193.1,"2024-06-03T08:07:00Z",558,193.0975
193.1,193.1,193.03,47,193.03,"2024-06-03T08:08:00Z",2964,193.086977
192.9,193.03,192.9,67,193.03,"2024-06-03T08:09:00Z",3623,192.988363
192.91,192.91,192.91,25,192.91,"2024-06-03T08:10:00Z",970,192.91
192.84,192.91,192.84,42,192.9,"2024-06-03T08:11:00Z",3036,192.894131
192.88,192.88,192.87,20,192.87,"2024-06-03T08:12:00Z",6037,192.879426
192.9,192.9,192.83,59,192.83,"2024-06-03T08:13:00Z",1866,192.849002
192.9,192.9,192.9,35,192.9,"2024-06-03T08:15:00Z",1187,192.9
192.85,192.85,192.85,25,192.85,"2024-06-03T08:23:00Z",592,192.85
192.92,192.92,192.92,16,192.92,"2024-06-03T08:25:00Z",591,192.92
192.92,192.92,192.92,14,192.92,"2024-06-03T08:26:00Z",416,192.92
192.85,192.85,192.85,13,192.85,"2024-06-03T08:29:00Z",376,192.85
192.93,192.93,192.93,35,192.93,"2024-06-03T08:33:00Z",954,192.93
193.06,193.06,192.94,88,192.94,"2024-06-03T08:36:00Z",5125,192.994677
193.15,193.15,193.07,27,193.07,"2024-06-03T08:37:00Z",4627,193.119792
193.1,193.1,193.1,14,193.1,"2024-06-03T08:39:00Z",1060,193.1
193.1,193.1,193.1,5,193.1,"2024-06-03T08:40:00Z",120,193.1
193.1,193.1,193.1,48,193.1,"2024-06-03T08:41:00Z",1748,193.1
192.91,192.91,192.91,21,192.91,"2024-06-03T08:42:00Z",698,192.91
192.92,192.92,192.92,16,192.92,"2024-06-03T08:43:00Z",380,192.92
192.92,192.92,192.92,12,192.92,"2024-06-03T08:47:00Z",343,192.92
193.08,193.08,193,24,193,"2024-06-03T08:49:00Z",1780,193.038665
193,193,193,22,193,"2024-06-03T08:50:00Z",1106,193
193.1,193.1,193.1,12,193.1,"2024-06-03T08:51:00Z",614,193.1
193.1,193.1,193.1,13,193.1,"2024-06-03T08:52:00Z",547,193.1
193.12,193.12,193.1,14,193.1,"2024-06-03T08:53:00Z",813,193.110714
193.13,193.13,193.13,21,193.13,"2024-06-03T08:54:00Z",569,193.13
193.12,193.12,193.12,19,193.12,"2024-06-03T08:55:00Z",649,193.12
193.02,193.02,193.02,15,193.02,"2024-06-03T08:56:00Z",303,193.02
193.12,193.12,193.09,47,193.1,"2024-06-03T08:58:00Z",2192,193.108163
193.1,193.1,193.1,12,193.1,"2024-06-03T08:59:00Z",485,193.1
193,193,193,39,193,"2024-06-03T09:01:00Z",1635,193
192.98,192.98,192.98,7,192.98,"2024-06-03T09:03:00Z",272,192.98
193.03,193.03,193,57,193,"2024-06-03T09:04:00Z",2667,193.009
193,193,193,8,193,"2024-06-03T09:06:00Z",402,193
193.11,193.11,193.08,29,193.08,"2024-06-03T09:08:00Z",1002,193.096923
193.08,193.08,193.08,11,193.08,"2024-06-03T09:10:00Z",858,193.08
193,193,193,18,193,"2024-06-03T09:14:00Z",561,193
193.05,193.05,193.05,19,193.05,"2024-06-03T09:15:00Z",1121,193.05
193.06,193.06,193.06,21,193.06,"2024-06-03T09:17:00Z",1782,193.06
193.08,193.08,193.06,9,193.06,"2024-06-03T09:18:00Z",1429,193.067293
193.03,193.06,193.03,39,193.06,"2024-06-03T09:19:00Z",3807,193.048393
193,193,193,9,193,"2024-06-03T09:20:00Z",1013,193
193,193,193,58,193,"2024-06-03T09:22:00Z",1878,193
192.95,192.95,192.95,7,192.95,"2024-06-03T09:23:00Z",352,192.95
192.96,192.96,192.96,9,192.96,"2024-06-03T09:24:00Z",403,192.96
192.96,192.96,192.96,14,192.96,"2024-06-03T09:25:00Z",728,192.96
192.98,192.98,192.98,23,192.98,"2024-06-03T09:26:00Z",975,192.98
192.98,193.02,192.98,20,193.02,"2024-06-03T09:28:00Z",1451,193.01507
192.97,193.02,192.97,12,193.02,"2024-06-03T09:29:00Z",1383,193.009713
193.03,193.03,192.98,25,192.98,"2024-06-03T09:30:00Z",921,192.998447
193.08,193.08,193.05,28,193.05,"2024-06-03T09:32:00Z",3111,193.052197
193.04,193.04,193.04,8,193.04,"2024-06-03T09:33:00Z",129,193.04
193.07,193.07,193.04,31,193.04,"2024-06-03T09:35:00Z",1016,193.0475
193,193,193,14,193,"2024-06-03T09:38:00Z",732,193
193,193,192.97,19,193,"2024-06-03T09:39:00Z",1432,192.987733
193,193,193,10,193,"2024-06-03T09:40:00Z",1573,193
193.07,193.07,193.07,16,193.07,"2024-06-03T09:43:00Z",235,193.07
193.03,193.07,193.03,19,193.07,"2024-06-03T09:44:00Z",1381,193.041685
193,193.03,193,17,193.03,"2024-06-03T09:45:00Z",1213,193.003555
192.97,192.98,192.97,11,192.98,"2024-06-03T09:47:00Z",2060,192.975076
192.95,192.96,192.95,40,192.96,"2024-06-03T09:48:00Z",1660,192.955005
192.99,193,192.92,15,192.92,"2024-06-03T09:52:00Z",828,192.968607
193,193,192.99,19,192.99,"2024-06-03T09:53:00Z",502,192.994016
192.98,192.99,192.98,19,192.99,"2024-06-03T09:59:00Z",1066,192.982474
193,193,193,14,193,"2024-06-03T10:00:00Z",379,193
192.97,192.97,192.97,15,192.97,"2024-06-03T10:07:00Z",1394,192.97
192.99,192.99,192.99,17,192.99,"2024-06-03T10:11:00Z",427,192.99
193,193,193,15,193,"2024-06-03T10:14:00Z",355,193
193.03,193.03,193,27,193,"2024-06-03T10:16:00Z",730,193.012
193.07,193.07,193.07,14,193.07,"2024-06-03T10:17:00Z",794,193.07
193.08,193.08,193.08,10,193.08,"2024-06-03T10:19:00Z",228,193.08
193.03,193.03,193.03,17,193.03,"2024-06-03T10:22:00Z",378,193.03
193.02,193.02,193,17,193,"2024-06-03T10:23:00Z",1140,193.002252
193.05,193.05,193.05,1,193.05,"2024-06-03T10:31:00Z",202,193.05
193.06,193.06,193.06,20,193.06,"2024-06-03T10:32:00Z",560,193.06
193.07,193.07,193.07,11,193.07,"2024-06-03T10:39:00Z",182,193.07
193.02,193.02,193.02,15,193.02,"2024-06-03T10:40:00Z",392,193.02
193.07,193.07,193.07,14,193.07,"2024-06-03T10:44:00Z",588,193.07
193.01,193.05,193.01,30,193.05,"2024-06-03T10:45:00Z",1730,193.024163
193.01,193.01,193.01,7,193.01,"2024-06-03T10:46:00Z",620,193.01
193,193.01,193,37,193.01,"2024-06-03T10:47:00Z",3102,193.004136
192.97,192.97,192.97,15,192.97,"2024-06-03T10:48:00Z",1455,192.97
192.85,192.9,192.85,58,192.9,"2024-06-03T10:50:00Z",2862,192.86304
192.8,192.85,192.8,60,192.85,"2024-06-03T10:51:00Z",1550,192.830676
192.8,192.8,192.79,10,192.79,"2024-06-03T10:52:00Z",1199,192.798468
192.8,192.83,192.8,36,192.83,"2024-06-03T10:53:00Z",1999,192.81754
192.71,192.85,192.71,187,192.85,"2024-06-03T11:00:00Z",4936,192.7657
192.86,192.89,192.86,12,192.89,"2024-06-03T11:02:00Z",691,192.8756
192.85,192.92,192.83,74,192.88,"2024-06-03T11:03:00Z",4167,192.909827
192.9,192.9,192.89,22,192.89,"2024-06-03T11:04:00Z",1942,192.897037
192.95,192.95,192.94,61,192.94,"2024-06-03T11:05:00Z",1945,192.945
193,193,192.98,51,192.98,"2024-06-03T11:06:00Z",1699,192.991333
192.91,192.91,192.91,22,192.91,"2024-06-03T11:07:00Z",980,192.91
192.93,192.94,192.93,20,192.94,"2024-06-03T11:08:00Z",2565,192.939522
192.94,192.97,192.94,37,192.94,"2024-06-03T11:10:00Z",1916,192.95749
192.95,192.95,192.94,12,192.95,"2024-06-03T11:11:00Z",1230,192.942004
192.94,192.94,192.94,37,192.94,"2024-06-03T11:12:00Z",1585,192.94
192.93,192.93,192.88,47,192.93,"2024-06-03T11:13:00Z",4330,192.914045
192.91,192.92,192.91,7,192.92,"2024-06-03T11:15:00Z",452,192.917143
192.88,192.88,192.88,24,192.88,"2024-06-03T11:16:00Z",1107,192.88
192.88,192.88,192.85,39,192.85,"2024-06-03T11:18:00Z",2150,192.876939
192.95,192.95,192.9,110,192.91,"2024-06-03T11:19:00Z",4488,192.941855
192.82,192.84,192.82,19,192.84,"2024-06-03T11:23:00Z",524,192.831701
192.83,192.83,192.83,14,192.83,"2024-06-03T11:24:00Z",342,192.83
192.76,192.8,192.76,28,192.8,"2024-06-03T11:25:00Z",780,192.788333
192.76,192.76,192.74,17,192.74,"2024-06-03T11:27:00Z",1355,192.756519
192.9,192.91,192.9,42,192.9,"2024-06-03T11:30:00Z",2662,192.903226
193,193,192.9,128,192.9,"2024-06-03T11:31:00Z",4742,192.960111
192.99,192.99,192.99,5,192.99,"2024-06-03T11:32:00Z",306,192.99
192.62,192.8,192.62,158,192.8,"2024-06-03T11:34:00Z",4542,192.732
192.81,192.81,192.8,36,192.8,"2024-06-03T11:41:00Z",762,192.805
193.1,193.1,192.85,138,192.85,"2024-06-03T11:45:00Z",7622,192.989156
193,193,193,56,193,"2024-06-03T11:46:00Z",1766,193
193,193,192.99,28,192.99,"2024-06-03T11:49:00Z",743,192.995
193,193,193,27,193,"2024-06-03T11:50:00Z",776,193
192.93,192.94,192.93,25,192.94,"2024-06-03T11:56:00Z",1214,192.936316
192.95,192.95,192.95,15,192.95,"2024-06-03T11:57:00Z",713,192.95
192.9847,193.0464,192.7001,836,192.8014,"2024-06-03T12:00:00Z",49902,192.908595
191.77,193.2,191.77,402,193.2,"2024-06-03T12:01:00Z",4356,192.782564
193,193.49,192.95,363,192.95,"2024-06-03T12:02:00Z",9917,193.277222
192.98,193.5,192.962,674,193.28,"2024-06-03T12:03:00Z",14414,193.157572
193.44,193.49,192.9799,124,192.9799,"2024-06-03T12:04:00Z",2331,193.222476
193.24,193.47,192.94,190,193.13,"2024-06-03T12:05:00Z",6250,193.021447
193.42,193.53,193.08,145,193.45,"2024-06-03T12:06:00Z",3840,193.326465
192.97,193.49,192.97,156,193.23,"2024-06-03T12:07:00Z",3732,193.180288
192.9599,192.9599,192.94,26,192.94,"2024-06-03T12:08:00Z",1822,192.95494
192.87,192.94,192.87,67,192.92,"2024-06-03T12:09:00Z",1732,192.911129
192.89,192.89,192.8874,24,192.8874,"2024-06-03T12:10:00Z",778,192.889257
192.83,192.86,192.83,53,192.86,"2024-06-03T12:12:00Z",884,192.845
192.85,192.85,192.85,58,192.85,"2024-06-03T12:13:00Z",1485,192.85
192.8643,192.9,192.85,44,192.85,"2024-06-03T12:14:00Z",1876,192.879384
193,193,192.8665,80,192.8665,"2024-06-03T12:15:00Z",5448,192.988082
192.9729,192.9729,192.9729,26,192.9729,"2024-06-03T12:16:00Z",526,192.9729
192.92,192.92,192.86,57,192.86,"2024-06-03T12:17:00Z",2927,192.893307
192.88,192.88,192.88,32,192.88,"2024-06-03T12:18:00Z",573,192.88
192.9,192.9,192.88,34,192.88,"2024-06-03T12:19:00Z",520,192.89005
192.86,192.86,192.86,25,192.86,"2024-06-03T12:20:00Z",1182,192.86
192.88,192.88,192.88,38,192.88,"2024-06-03T12:21:00Z",863,192.88
192.85,192.8539,192.85,29,192.8539,"2024-06-03T12:23:00Z",822,192.85195
192.93,192.93,192.88,72,192.88,"2024-06-03T12:24:00Z",4944,192.889298
192.93,192.93,192.92,49,192.92,"2024-06-03T12:25:00Z",2354,192.929093
192.98,192.98,192.98,18,192.98,"2024-06-03T12:26:00Z",600,192.98
192.99,193,192.98,115,192.98,"2024-06-03T12:27:00Z",5263,192.984969
193.03,193.05,192.99,38,193,"2024-06-03T12:28:00Z",1405,193.006742
192.99,193.05,192.99,49,193.05,"2024-06-03T12:29:00Z",10443,193.000237
192.99,192.99,192.93,37,192.93,"2024-06-03T12:30:00Z",600,192.97
192.88,192.9776,192.88,35,192.96,"2024-06-03T12:31:00Z",633,192.92513
192.9285,192.93,192.88,64,192.88,"2024-06-03T12:32:00Z",2476,192.916669
192.9199,192.9496,192.88,62,192.9496,"2024-06-03T12:33:00Z",4160,192.891787
192.88,192.93,192.88,83,192.91,"2024-06-03T12:34:00Z",4428,192.885748
192.88,192.9463,192.88,80,192.88,"2024-06-03T12:35:00Z",5390,192.883157
192.88,192.93,192.88,40,192.9299,"2024-06-03T12:36:00Z",1368,192.923502
192.88,192.91,192.88,53,192.91,"2024-06-03T12:37:00Z",2236,192.886547
192.89,192.89,192.88,37,192.89,"2024-06-03T12:38:00Z",1872,192.883532
192.88,192.88,192.88,39,192.88,"2024-06-03T12:39:00Z",640,192.88
192.88,192.88,192.88,29,192.88,"2024-06-03T12:41:00Z",900,192.88
192.8801,192.89,192.88,18,192.8801,"2024-06-03T12:42:00Z",887,192.881325
192.89,192.89,192.89,45,192.89,"2024-06-03T12:43:00Z",812,192.89
192.88,192.8897,192.88,65,192.8897,"2024-06-03T12:44:00Z",1966,192.885389
192.88,192.91,192.88,29,192.91,"2024-06-03T12:46:00Z",613,192.8875
192.91,192.91,192.91,73,192.91,"2024-06-03T12:47:00Z",3856,192.91
192.92,192.95,192.92,37,192.95,"2024-06-03T12:48:00Z",914,192.930001
192.9,192.97,192.9,94,192.9494,"2024-06-03T12:49:00Z",13885,192.956331
192.96,192.96,192.92,56,192.92,"2024-06-03T12:50:00Z",937,192.931268
192.8898,192.95,192.88,104,192.95,"2024-06-03T12:51:00Z",8480,192.929275
192.88,192.8835,192.88,65,192.88,"2024-06-03T12:52:00Z",4749,192.880457
192.89,192.89,192.88,43,192.88,"2024-06-03T12:53:00Z",843,192.881714
192.8802,192.8802,192.88,37,192.88,"2024-06-03T12:54:00Z",750,192.880068
192.89,192.89,192.88,37,192.88,"2024-06-03T12:55:00Z",1007,192.881667
192.8802,192.89,192.88,32,192.89,"2024-06-03T12:56:00Z",963,192.882208
192.88,192.88,192.88,72,192.88,"2024-06-03T12:57:00Z",3717,192.88
192.88,192.88,192.88,46,192.88,"2024-06-03T12:58:00Z",1291,192.88
192.82,192.9,192.82,142,192.88,"2024-06-03T12:59:00Z",22896,192.874585
192.78,192.8,192.75,78,192.8,"2024-06-03T13:00:00Z",6012,192.756195
192.8,192.8,192.7001,89,192.77,"2024-06-03T13:01:00Z",4392,192.736682
192.88,192.88,192.87,33,192.87,"2024-06-03T13:04:00Z",789,192.878361
192.82,192.84,192.82,50,192.84,"2024-06-03T13:05:00Z",587,192.83
192.8,192.8,192.8,47,192.8,"2024-06-03T13:06:00Z",1935,192.8
192.798,192.798,192.74,73,192.74,"2024-06-03T13:08:00Z",1355,192.769
192.84,192.84,192.8,70,192.8,"2024-06-03T13:09:00Z",1443,192.818789
192.85,192.85,192.85,38,192.85,"2024-06-03T13:10:00Z",1762,192.85
192.9,192.9,192.9,66,192.9,"2024-06-03T13:11:00Z",642,192.9
192.846,192.94,192.846,36,192.94,"2024-06-03T13:12:00Z",602,192.893959
192.85,192.9082,192.84,25,192.84,"2024-06-03T13:13:00Z",1159,192.875534
192.87,192.88,192.8513,44,192.8513,"2024-06-03T13:14:00Z",1408,192.86752
192.8,192.87,192.8,91,192.8699,"2024-06-03T13:15:00Z",6865,192.824178
192.77,192.91,192.75,95,192.75,"2024-06-03T13:16:00Z",5148,192.808783
192.85,192.85,192.81,77,192.81,"2024-06-03T13:17:00Z",4356,192.844286
192.89,192.9,192.84,97,192.84,"2024-06-03T13:18:00Z",3772,192.87
192.89,192.91,192.87,57,192.91,"2024-06-03T13:19:00Z",4374,192.895382
192.87,192.8891,192.87,31,192.8891,"2024-06-03T13:20:00Z",885,192.882166
192.88,192.91,192.88,74,192.89,"2024-06-03T13:21:00Z",2029,192.897636
192.96,192.97,192.91,97,192.91,"2024-06-03T13:22:00Z",4353,192.959674
192.94,192.99,192.93,62,192.98,"2024-06-03T13:23:00Z",3290,192.98
192.9203,192.98,192.9203,32,192.95,"2024-06-03T13:24:00Z",4402,192.962031
192.71,192.94,192.62,338,192.94,"2024-06-03T13:25:00Z",19915,192.829152
192.6,192.75,192.48,344,192.72,"2024-06-03T13:26:00Z",19919,192.625599
193,193,192.5689,263,192.6,"2024-06-03T13:27:00Z",12123,192.801245
193.04,193.05,192.8903,333,192.99,"2024-06-03T13:28:00Z",18359,193.015641
193.01,193.12,193.01,281,193.05,"2024-06-03T13:29:00Z",17087,193.083165
193.32,193.34,192.8,16136,193.01,"2024-06-03T13:30:00Z",1699992,193.032658
192.78,193.39,192.58,5318,193.3,"2024-06-03T13:31:00Z",455157,193.037786
192.76,192.89,192.52,3573,192.775,"2024-06-03T13:32:00Z",280777,192.697289
192.78,192.98,192.64,3018,192.755,"2024-06-03T13:33:00Z",208459,192.801844
193.13,193.23,192.75,3114,192.82,"2024-06-03T13:34:00Z",289465,193.063506
193.015,193.1496,192.64,3515,193.14,"2024-06-03T13:35:00Z",313375,192.857187
193.52,193.53,193,4282,193.01,"2024-06-03T13:36:00Z",335271,193.36153
193.28,193.745,193.22,3649,193.52,"2024-06-03T13:37:00Z",306120,193.549049
192.9239,193.28,192.9,2673,193.28,"2024-06-03T13:38:00Z",196442,193.070667
193.34,193.34,192.8966,2909,192.92,"2024-06-03T13:39:00Z",240034,193.093205
193.45,193.45,193.1,2640,193.34,"2024-06-03T13:40:00Z",213260,193.320709
193.565,193.61,193.37,2380,193.4436,"2024-06-03T13:41:00Z",174208,193.500534
193.625,193.67,193.56,2309,193.5682,"2024-06-03T13:42:00Z",153568,193.624143
193.7,193.794,193.5812,2450,193.62,"2024-06-03T13:43:00Z",193394,193.709593
193.87,193.9,193.6301,2806,193.6956,"2024-06-03T13:44:00Z",211357,193.772924
193.96,193.99,193.77,2611,193.88,"2024-06-03T13:45:00Z",202480,193.904818
194.1596,194.22,193.9678,6888,193.98,"2024-06-03T13:46:00Z",642510,194.04923
194.2995,194.33,194.045,3468,194.16,"2024-06-03T13:47:00Z",262951,194.198946
194.1724,194.3,194.0301,3050,194.29,"2024-06-03T13:48:00Z",249239,194.16785
194.33,194.39,194.16,3098,194.18,"2024-06-03T13:49:00Z",238221,194.28946
194.24,194.56,194.24,4293,194.33,"2024-06-03T13:50:00Z",409852,194.450391
194.15,194.26,194.03,3301,194.24,"2024-06-03T13:51:00Z",500959,194.133115
193.9042,194.149,193.84,2629,194.13,"2024-06-03T13:52:00Z",201881,193.970126
194.06,194.08,193.86,2017,193.91,"2024-06-03T13:53:00Z",169961,194.001549
194.08,194.24,194.03,2167,194.06,"2024-06-03T13:54:00Z",169946,194.126325
194.055,194.22,194.01,2226,194.1,"2024-06-03T13:55:00Z",174289,194.142668
193.96,194.12,193.71,2587,194.055,"2024-06-03T13:56:00Z",194016,193.893661
194.1657,194.18,193.95,1912,193.96,"2024-06-03T13:57:00Z",143976,194.110409
194.3157,194.4,194.14,1963,194.1647,"2024-06-03T13:58:00Z",142178,194.271492
194.11,194.42,194.07,2508,194.3114,"2024-06-03T13:59:00Z",210768,194.285487
194.27,194.57,194.12,4259,194.13,"2024-06-03T14:00:00Z",377211,194.426013
194.18,194.3512,194.02,2538,194.27,"2024-06-03T14:01:00Z",158297,194.153743
194.35,194.38,194.05,2301,194.15,"2024-06-03T14:02:00Z",186217,194.186777
194.235,194.36,194.08,2043,194.35,"2024-06-03T14:03:00Z",142268,194.240496
194.415,194.43,194.22,2107,194.22,"2024-06-03T14:04:00Z",149284,194.337825
194.38,194.55,194.3553,2962,194.4124,"2024-06-03T14:05:00Z",222714,194.46966
194.39,194.56,194.32,2306,194.39,"2024-06-03T14:06:00Z",144977,194.459104
194.39,194.48,194.33,2137,194.38,"2024-06-03T14:07:00Z",115174,194.412406
194.22,194.41,194.18,2021,194.4,"2024-06-03T14:08:00Z",143647,194.278974
194.245,194.245,194.16,2082,194.21,"2024-06-03T14:09:00Z",110212,194.20606
194.18,194.3,194.1,2042,194.24,"2024-06-03T14:10:00Z",117414,194.194298
194.0172,194.19,194.01,1925,194.1868,"2024-06-03T14:11:00Z",111852,194.079982
194.22,194.23,194,1958,194.02,"2024-06-03T14:12:00Z",101284,194.112431
194.345,194.385,194.18,2011,194.19,"2024-06-03T14:13:00Z",158147,194.308968
194.56,194.5625,194.335,2539,194.35,"2024-06-03T14:14:00Z",211202,194.436146
194.74,194.78,194.56,3785,194.57,"2024-06-03T14:15:00Z",414220,194.698443
194.63,194.81,194.54,2707,194.735,"2024-06-03T14:16:00Z",210913,194.720914
194.605,194.7,194.55,1956,194.62,"2024-06-03T14:17:00Z",129228,194.613833
194.87,194.87,194.61,2716,194.61,"2024-06-03T14:18:00Z",260892,194.772011
194.8949,194.93,194.84,2523,194.87,"2024-06-03T14:19:00Z",198979,194.888637
194.955,194.99,194.82,2933,194.895,"2024-06-03T14:20:00Z",270404,194.925565
194.9,194.99,194.88,2141,194.96,"2024-06-03T14:21:00Z",194125,194.931294
194.92,194.93,194.865,1269,194.905,"2024-06-03T14:22:00Z",84948,194.907521
194.95,194.9588,194.85,1777,194.925,"2024-06-03T14:23:00Z",137985,194.901579
194.83,194.9699,194.8,2022,194.95,"2024-06-03T14:24:00Z",139254,194.884237
194.835,194.88,194.69,1905,194.825,"2024-06-03T14:25:00Z",155642,194.777618
194.88,194.8999,194.8,1334,194.8315,"2024-06-03T14:26:00Z",89091,194.854998
194.88,194.925,194.85,1309,194.89,"2024-06-03T14:27:00Z",83035,194.893231
194.91,194.97,194.8,1519,194.88,"2024-06-03T14:28:00Z",96639,194.8924
194.835,194.905,194.83,1419,194.9,"2024-06-03T14:29:00Z",92411,194.861455
194.8001,194.87,194.77,1497,194.835,"2024-06-03T14:30:00Z",99226,194.811986
194.785,194.92,194.78,1499,194.8,"2024-06-03T14:31:00Z",114836,194.850047
194.82,194.83,194.63,1943,194.7877,"2024-06-03T14:32:00Z",170339,194.738194
194.7331,194.815,194.7,1244,194.815,"2024-06-03T14:33:00Z",73941,194.755217
194.81,194.84,194.7,1427,194.735,"2024-06-03T14:34:00Z",103234,194.75555
194.55,194.809,194.55,1837,194.8001,"2024-06-03T14:35:00Z",134363,194.691971
194.33,194.63,194.32,2343,194.55,"2024-06-03T14:36:00Z",168461,194.498187
194.35,194.45,194.32,2070,194.35,"2024-06-03T14:37:00Z",155081,194.364142
194.26,194.42,194.18,4589,194.35,"2024-06-03T14:38:00Z",178700,194.302965
194.35,194.41,194.13,4830,194.25,"2024-06-03T14:39:00Z",183251,194.227162
194.7,194.7,194.23,4432,194.36,"2024-06-03T14:40:00Z",266956,194.463495
194.7616,194.8,194.64,3535,194.69,"2024-06-03T14:41:00Z",107542,194.716713
194.835,194.87,194.68,3183,194.765,"2024-06-03T14:42:00Z",130757,194.787819
194.82,194.9,194.74,3218,194.82,"2024-06-03T14:43:00Z",124870,194.83428
194.63,194.82,194.61,4321,194.805,"2024-06-03T14:44:00Z",130053,194.727171
194.53,194.64,194.42,4543,194.62,"2024-06-03T14:45:00Z",112473,194.540713
194.5,194.534,194.38,4524,194.525,"2024-06-03T14:46:00Z",113693,194.472017
194.46,194.53,194.37,4537,194.5,"2024-06-03T14:47:00Z",120625,194.448967
194.44,194.5,194.37,4250,194.46,"2024-06-03T14:48:00Z",93294,194.445991
194.435,194.535,194.36,4284,194.45,"2024-06-03T14:49:00Z",117157,194.459162
194.5113,194.515,194.345,3859,194.42,"2024-06-03T14:50:00Z",78858,194.42768
194.47,194.58,194.47,3686,194.52,"2024-06-03T14:51:00Z",94608,194.522021
194.435,194.46,194.255,4245,194.46,"2024-06-03T14:52:00Z",191404,194.364134
194.24,194.46,194.22,3630,194.44,"2024-06-03T14:53:00Z",126836,194.348177
194.06,194.25,194.06,3654,194.245,"2024-06-03T14:54:00Z",111268,194.156536
194.1799,194.22,194.05,3206,194.06,"2024-06-03T14:55:00Z",90148,194.127062
194.16,194.25,194.1,3515,194.18,"2024-06-03T14:56:00Z",115706,194.188471
194.04,194.1922,194.025,3213,194.17,"2024-06-03T14:57:00Z",97630,194.11238
194.1173,194.16,194.02,3352,194.05,"2024-06-03T14:58:00Z",112653,194.097115
193.95,194.115,193.91,3722,194.115,"2024-06-03T14:59:00Z",123912,193.997458
193.94,193.9699,193.84,3195,193.94,"2024-06-03T15:00:00Z",102061,193.89956
193.9328,194.02,193.9,2804,193.94,"2024-06-03T15:01:00Z",70895,193.955446
193.95,193.99,193.87,2399,193.94,"2024-06-03T15:02:00Z",61918,193.94046
193.76,193.9591,193.7487,2742,193.95,"2024-06-03T15:03:00Z",81417,193.819618
193.82,193.84,193.68,2651,193.7457,"2024-06-03T15:04:00Z",94690,193.754464
193.76,193.8699,193.72,2788,193.82,"2024-06-03T15:05:00Z",81499,193.799784
193.6999,193.77,193.58,3338,193.76,"2024-06-03T15:06:00Z",108491,193.650129
193.755,193.7999,193.69,2714,193.695,"2024-06-03T15:07:00Z",66822,193.747496
193.76,193.8861,193.76,2578,193.76,"2024-06-03T15:08:00Z",82163,193.823001
193.73,193.7899,193.7,2539,193.76,"2024-06-03T15:09:00Z",52867,193.74208
193.8699,193.9236,193.725,2226,193.74,"2024-06-03T15:10:00Z",66840,193.838505
193.87,193.9,193.82,2160,193.86,"2024-06-03T15:11:00Z",66935,193.853515
193.95,193.96,193.8666,2372,193.87,"2024-06-03T15:12:00Z",66071,193.923041
193.825,193.95,193.81,2333,193.945,"2024-06-03T15:13:00Z",61138,193.863981
193.83,193.855,193.73,2658,193.82,"2024-06-03T15:14:00Z",134869,193.798308
193.83,193.87,193.8,2975,193.845,"2024-06-03T15:15:00Z",60711,193.834232
193.825,193.94,193.81,3600,193.84,"2024-06-03T15:16:00Z",91001,193.888842
193.76,193.83,193.74,3570,193.81,"2024-06-03T15:17:00Z",68376,193.78184
193.85,193.8899,193.74,3649,193.75,"2024-06-03T15:18:00Z",83513,193.793085
193.91,193.92,193.8,3209,193.83,"2024-06-03T15:19:00Z",41615,193.870219
193.96,194.075,193.92,4158,193.92,"2024-06-03T15:20:00Z",117369,193.997323
194.14,194.14,193.9403,3688,193.95,"2024-06-03T15:21:00Z",101390,194.058652
194.185,194.22,194.11,3948,194.1314,"2024-06-03T15:22:00Z",131777,194.162637
194.23,194.25,194.1,3513,194.185,"2024-06-03T15:23:00Z",137826,194.191757
194.35,194.35,194.225,3033,194.231,"2024-06-03T15:24:00Z",75701,194.279885
194.3239,194.43,194.3,3668,194.35,"2024-06-03T15:25:00Z",191794,194.342559
194.09,194.35,194.05,3370,194.33,"2024-06-03T15:26:00Z",118583,194.177163
194.1256,194.17,194.05,3059,194.08,"2024-06-03T15:27:00Z",108106,194.103016
194.11,194.1454,194.09,1997,194.115,"2024-06-03T15:28:00Z",47305,194.107448
194.13,194.17,194.09,2121,194.105,"2024-06-03T15:29:00Z",54077,194.121964
194.2675,194.28,194.095,2320,194.12,"2024-06-03T15:30:00Z",80860,194.177311
194.15,194.275,194.08,2520,194.27,"2024-06-03T15:31:00Z",84937,194.191852
194.06,194.1625,194.045,2471,194.15,"2024-06-03T15:32:00Z",56250,194.101584
194.13,194.2,194.05,2557,194.0581,"2024-06-03T15:33:00Z",70849,194.141653
193.92,194.13,193.9153,2742,194.13,"2024-06-03T15:34:00Z",67777,193.987743
193.99,194.13,193.86,3222,193.91,"2024-06-03T15:35:00Z",105949,193.942381
194.15,194.27,193.995,3368,194,"2024-06-03T15:36:00Z",88631,194.147891
